"","ENVHA_235033541_trim25_frac","ENVHA_235057263_trim25_frac","ENVHA_235057491_trim25_frac","ENVHA_235057493_trim25_frac","ENVHA_235057560_trim25_frac","ENVHA_235063938_trim25_frac","ENVHA_235072464_trim25_frac","ENVHA_332760487_trim25_frac","ENVHA_332760505_trim25_frac","ENVHA_332761261_trim25_frac","ENVHA_332763462_trim25_frac","ENVHA_332766234_trim25_frac","ENVHA_332766361_trim25_frac","ENVHA_332766367_trim25_frac","ENVHA_332766382_trim25_frac","ENVHA_332766553_trim25_frac","ENVHA_332766565_trim25_frac","ENVHA_332766577_trim25_frac","ENVHA_332766585_trim25_frac","ENVHA_332767040_trim25_frac","ENVHA_332767115_trim25_frac","ENVHA_332767116_trim25_frac","ENVHA_332767131_trim25_frac","ENVHA_332767142_trim25_frac","ENVHA_332767164_trim25_frac","ENVHA_332767240_trim25_frac","ENVHA_332767265_trim25_frac","ENVHA_332767281_trim25_frac","ENVHA_332767798_trim25_frac","ENVHA_332767811_trim25_frac","ENVHA_332767828_trim25_frac","ENVHA_332767854_trim25_frac","ENVHA_332769255_trim25_frac","ENVHA_332769263_trim25_frac","ENVHA_332769282_trim25_frac","ENVHA_332769330_trim25_frac","ENVHA_332769475_trim25_frac","ENVHA_332770127_trim25_frac","ENVHA_332773187_trim25_frac","ENVHA_332773976_trim25_frac","ENVHA_332774160_trim25_frac","ENVHA_338311314_trim25_frac","ENVHA_338312231_trim25_frac","ENVHA_338312232_trim25_frac","ENVHA_338312247_trim25_frac","ENVHA_338313528_trim25_frac","ENVHA_338314157_trim25_frac","ENVHA_338314170_trim25_frac","ENVHA_338315335_trim25_frac","ENVHA_338316258_trim25_frac","ENVHA_338316278_trim25_frac","ENVHA_338318855_trim25_frac","ENVHA_338319683_trim25_frac","ENVHA_338319947_trim25_frac","ENVHA_338319976_trim25_frac","ENVHA_338337127_trim25_frac","ENVHA_338337295_trim25_frac","ENVHA_338337338_trim25_frac","ENVHA_338338122_trim25_frac","ENVHA_338339731_trim25_frac","ENVHA_338339754_trim25_frac"
"2590869",0,3e-05,8e-05,0.00012,0.00013,0.00016,3e-05,1e-04,2e-04,7e-05,1e-04,3e-05,8e-05,1e-05,7e-05,8e-05,0.00012,0.00011,7e-05,8e-05,3e-05,0.00011,8e-05,8e-05,5e-05,5e-05,2e-05,0.00013,0.00012,5e-05,0.00025,5e-05,3e-05,3e-05,7e-05,9e-05,1e-04,7e-05,0,0.00011,9e-05,0.00012,0.00016,5e-05,0.00011,0.00017,6e-05,3e-05,0.00013,0.00071,0.00019,0.00011,0.00013,1e-05,0,0.00012,0.00013,0.00021,1e-05,9e-05,6e-05
"2705547",0.00012,1e-05,0,0,1e-05,1e-05,1e-05,0,0,0,0,0,4e-05,0,0,0,1e-05,0,1e-05,0,6e-05,0,0,0,0,0,0,0,0,3e-05,0,2e-05,1e-05,4e-05,1e-05,0,5e-05,2e-05,1e-05,3e-05,0,0,0,2e-05,0,0,1e-05,0,0,0,0,0,0,3e-05,0.00012,1e-05,0,0,0,1e-05,0
"1884905",1e-05,0,0,0,1e-05,5e-05,0,0,1e-05,0,1e-05,0,0,0,0,0,2e-05,0,1e-05,0,4e-05,0,0,0,0,0,0,0,0,0,0,1e-05,0,5e-05,1e-05,1e-05,0,1e-05,0,0,1e-05,0,0.00018,0,1e-05,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,1e-05,1e-05,0,0,0,0
"82996",2e-05,1e-05,3e-05,4e-05,2e-05,3e-05,4e-05,2e-05,1e-05,0,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,5e-05,4e-05,4e-05,1e-05,1e-04,2e-05,0,2e-05,2e-05,3e-05,2e-05,2e-05,6e-05,6e-05,0,2e-05,5e-05,0.00011,3e-05,2e-05,3e-05,3e-05,4e-05,4e-05,2e-05,1e-05,1e-05,3e-05,3e-05,2e-05,5e-05,2e-05,2e-05,2e-05,3e-05,3e-05,2e-05,2e-05,0.00013,3e-05,3e-05,1e-05,6e-05,1e-05,8e-05
"960",0,7e-05,4e-05,6e-05,6e-05,0.00012,2e-05,4e-05,5e-05,3e-05,4e-05,0.00013,1e-05,2e-05,5e-05,0,2e-05,5e-05,1e-05,5e-05,2e-05,4e-05,3e-05,5e-05,2e-05,3e-05,3e-05,5e-05,4e-05,3e-05,0.00012,3e-05,6e-05,1e-05,0.00011,5e-05,5e-05,7e-05,6e-05,0,5e-05,7e-05,2e-05,4e-05,8e-05,0.00011,7e-05,4e-05,7e-05,5e-05,6e-05,9e-05,6e-05,0,0,5e-05,0.00012,3e-05,4e-05,3e-05,5e-05
"402297",0.00021,1e-04,9e-05,0.00026,3e-04,0.00014,0.00024,0.00022,0.00021,1e-04,0.00033,0.00015,0.00026,0.00011,0.00015,0.00011,0.00038,0.00036,0.00046,0.00014,0.00011,2e-04,1e-04,0.00015,0.00015,0.00019,9e-05,3e-04,0.00021,0.00022,0.00021,0.00029,0.00023,0.00019,0.00024,0.00033,0.00019,2e-04,0.00015,0.00011,0.00033,2e-04,0.00019,0.00013,0.00032,0.00025,0.00034,4e-05,0.00029,0.00031,0.00014,0.00042,0.00033,5e-05,2e-04,0.00018,0.00028,0.00022,0.00014,0.00063,0.00024
"2580412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,3e-05,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,2e-05
"1445505",0,1e-05,2e-05,2e-05,3e-05,5e-05,4e-05,2e-05,1e-05,5e-05,2e-05,0,0,1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,0,1e-05,1e-05,0,2e-05,3e-05,1e-05,1e-05,2e-05,0,1e-05,2e-05,0,1e-05,2e-05,4e-05,2e-05,1e-05,2e-05,2e-05,4e-05,2e-05,2e-05,0,3e-05,1e-05,2e-05,1e-05,0,1e-05,2e-05
"2081703",0,4e-05,0.00076,0.00014,0.00012,2e-05,4e-05,5e-05,3e-05,4e-05,3e-05,0.00091,0.00018,9e-05,7e-05,6e-05,0.00015,8e-05,4e-05,8e-05,0.00011,4e-05,3e-05,7e-05,6e-05,4e-05,1e-05,6e-05,0.00017,0.00011,1e-05,7e-05,0.00013,3e-05,7e-05,4e-05,2e-05,3e-05,1e-05,8e-05,4e-05,6e-05,1e-05,5e-05,6e-05,0.00014,5e-05,5e-05,3e-05,0.00012,0.00031,3e-05,3e-05,1e-05,6e-05,4e-05,5e-05,3e-05,7e-05,5e-05,9e-05
"2081702",0.00011,9e-05,0.00058,0.00018,0.00014,0.00016,0.00138,0.00012,0.00013,0.00043,2e-04,0.00023,5e-05,0.00107,1e-04,4e-04,8e-05,0.00013,0.00063,6e-05,1e-04,8e-05,5e-05,9e-05,0.00143,0.00013,9e-04,9e-05,0.00023,0.00118,0.00011,0.00012,0.00024,0.00023,1e-04,0.00022,0.00026,0.00026,0.00022,4e-05,0.00041,7e-05,3e-05,5e-05,9e-05,9e-05,0.00022,3e-05,8e-05,0.00048,0.00017,0.00013,9e-05,0.00018,0.00019,0.00016,9e-05,7e-05,0.00043,1e-04,8e-05
"1250539",0.00038,8e-05,4e-05,8e-05,5e-05,0.00019,1e-04,9e-05,7e-05,8e-05,4e-05,2e-04,8e-05,4e-05,0.00011,8e-05,0.00013,5e-05,0.00016,9e-05,0.00017,7e-05,2e-05,6e-05,1e-04,8e-05,5e-05,6e-05,9e-05,0.00012,0.00034,0.00015,6e-04,0.00016,8e-05,5e-05,0.00055,5e-05,0.00027,0.00023,3e-05,6e-05,6e-05,0.00013,6e-05,7e-05,0.00011,1e-05,4e-05,0.00015,0.00011,7e-05,5e-05,2e-04,0.0012,0.00011,4e-05,2e-05,8e-05,9e-05,0.00022
"5855",1e-05,0,0,0,0,5e-05,3e-05,0,0,2e-05,0,3e-05,2e-05,0,0,1e-05,1e-05,0,4e-05,0,9e-05,0,0,0,1e-05,0,0,0,1e-05,0,1e-05,2e-05,1e-05,7e-05,1e-05,0,1e-04,1e-05,3e-05,3e-05,0,1e-05,1e-05,5e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,0,4e-05,8e-05,1e-05,1e-05,1e-05,1e-05,3e-05,3e-05
"5850",0.00011,0,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,6e-05,0,0,0,0,0,0,0,0,0,0,1e-05,3e-05,1e-05,0,0,5e-05,1e-05,0,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,0,0,0,1e-05,0,0,1e-05,0,1e-05
"2527982",0.00011,1e-04,3e-05,7e-05,6e-05,7e-05,0,3e-05,3e-05,2e-05,3e-05,2e-05,0,3e-05,2e-05,2e-05,2e-05,5e-05,1e-05,2e-05,5e-05,3e-05,2e-05,2e-05,3e-05,2e-05,1e-05,4e-05,3e-05,1e-05,0.00032,4e-05,2e-05,7e-05,3e-05,4e-05,0,3e-05,8e-05,0.00022,4e-05,3e-05,4e-05,2e-05,5e-05,7e-05,4e-05,1e-05,4e-05,5e-05,4e-05,4e-05,4e-05,0,0,8e-05,4e-05,1e-05,0,4e-05,3e-05
"2576841",0.00029,7e-05,6e-05,2e-05,2e-05,0,0,1e-05,0,5e-05,1e-05,1e-05,9e-05,1e-05,1e-05,4e-05,0.00057,0.00014,0,1e-05,3e-05,1e-05,1e-05,1e-05,2e-05,2e-05,0,2e-05,0,0.00012,0.00012,0.00018,0,0,2e-05,1e-05,1e-05,3e-05,0,0.00015,1e-05,1e-05,0,0,2e-05,2e-05,0,0,1e-05,0,0.00014,2e-05,1e-05,0,0,0.00019,1e-05,0,1e-05,0,0
"2509675",0,3e-05,4e-05,9e-05,7e-05,1e-04,4e-05,9e-05,6e-05,3e-05,7e-05,1e-05,4e-05,1e-04,5e-05,1e-05,5e-05,1e-04,4e-05,4e-05,1e-05,6e-05,3e-05,5e-05,6e-05,1e-04,3e-05,9e-05,6e-05,8e-05,9e-05,6e-05,0.00012,6e-05,7e-05,8e-05,7e-05,0.00015,1e-05,4e-05,7e-05,6e-05,1e-04,3e-05,8e-05,7e-05,7e-05,2e-05,8e-05,0.00016,6e-05,0.00012,8e-05,0,8e-05,9e-05,6e-05,4e-05,4e-05,7e-05,6e-05
"296",0.00034,5e-05,1e-05,3e-05,3e-05,7e-05,3e-05,3e-05,3e-05,9e-05,1e-05,8e-05,0.00012,2e-05,2e-05,3e-05,9e-05,3e-05,0.00019,2e-05,1e-04,4e-05,1e-05,2e-05,4e-05,2e-05,0,2e-05,6e-05,7e-05,4e-05,7e-05,0.00016,0.00024,3e-05,2e-05,0.00011,5e-05,1e-04,0.00014,1e-05,3e-05,3e-05,7e-05,3e-05,3e-05,3e-05,1e-05,2e-05,0.00022,0.00025,3e-05,2e-05,0.00024,0.00025,4e-05,2e-05,3e-05,0,4e-05,9e-05
"297",0.00097,6e-05,2e-05,4e-05,4e-05,0.00027,9e-05,2e-05,3e-05,0.00029,2e-05,0.00019,0.00018,3e-05,1e-05,0.00014,0.00032,2e-05,0.00023,1e-05,0.00038,1e-05,0,1e-05,6e-05,1e-05,1e-05,2e-05,7e-05,0.00023,7e-05,0.00017,0.00044,0.00029,9e-05,2e-05,0.00036,7e-05,0.00027,0.00047,1e-05,1e-05,4e-05,0.00022,4e-05,2e-05,1e-04,0,1e-05,8e-05,8e-05,3e-05,1e-05,0.00058,0.00097,0.00013,1e-05,0.00016,0.00039,0.00011,0.00022
"294",0.00161,0.00023,0.00013,0.00013,0.00027,0.00038,0.00027,0.00013,0.00013,3e-04,0.00012,0.00072,0.00047,0.00021,9e-05,0.00017,0.00048,0.00013,0.00063,9e-05,0.00093,0.00017,0.00011,9e-05,0.00012,0.00013,2e-05,0.00015,0.00079,0.00041,0.00038,0.00033,0.00058,0.00171,0.00024,0.00015,0.00084,0.00021,0.00081,0.00106,9e-05,0.00016,1e-04,0.00053,2e-04,0.00024,0.00026,0.00014,8e-05,0.00036,0.00058,0.00014,1e-04,0.00128,6e-04,0.00017,1e-04,0.00048,0.00074,0.00016,0.00048
"2527983",2e-05,0,3e-05,5e-05,5e-05,4e-05,2e-05,4e-05,3e-05,6e-05,5e-05,3e-05,2e-05,3e-05,2e-05,1e-05,2e-05,7e-05,4e-05,3e-05,3e-05,4e-05,2e-05,3e-05,3e-05,4e-05,2e-05,6e-05,5e-05,7e-05,6e-05,6e-05,6e-05,2e-05,0.00012,6e-05,3e-05,8e-05,3e-05,1e-04,6e-05,4e-05,1e-04,1e-05,7e-05,8e-05,3e-05,1e-05,6e-05,5e-05,4e-05,6e-05,5e-05,5e-05,0.00016,5e-05,5e-05,2e-05,1e-05,0.00016,6e-05
"292",0.00059,7e-05,9e-05,4e-05,6e-05,0.00018,9e-05,8e-05,9e-05,0.00025,9e-05,0.00021,0.00023,6e-05,9e-05,0.00014,0.00015,0.00019,0.00023,2e-05,0.00023,0.00011,7e-05,8e-05,7e-05,1e-04,0.00025,9e-05,0.00011,0.00011,0.00053,0.00013,6e-05,0.00018,0.00013,6e-05,0.00013,6e-05,0.00025,0.00047,6e-05,0.00011,0.00011,0.00017,0.00024,0.00024,2e-04,2e-04,1e-04,5e-05,0.00012,0.00018,9e-05,0.00032,9e-05,0.00012,1e-04,3e-05,0.00018,5e-05,0.00026
"293",0.00095,0.0011,0.00036,0.00086,0.00066,0.00238,0.00059,0.00066,0.00049,0.00113,0.00016,0.00086,0.00085,0.00036,0.00028,0.00055,0.00135,0.00047,0.00102,0.00031,0.00118,0.00109,0.00103,0.00035,0.00066,8e-04,7e-05,0.00024,0.00097,0.0012,0.00197,0.00099,0.00161,0.00153,0.00115,0.00023,0.00152,0.00105,0.00181,0.00142,0.00014,0.0025,0.00132,0.00059,0.00057,0.00017,0.00094,0.00089,0.00013,0.00069,0.00091,0.00043,2e-04,0.00113,0.00248,0.00105,0.00014,0.00082,0.00078,7e-04,0.00124
"166486",0,7e-05,0.00078,5e-04,0.00046,8e-05,5e-05,0.00016,7e-05,9e-05,0.00016,0.00028,9e-05,0.00011,0.00016,2e-05,4e-05,0.00027,4e-05,0.00015,5e-05,0.00069,2e-04,0.00014,0.00013,0.00019,5e-05,0.00022,0.00042,0.00012,2e-05,0.00058,0.00011,4e-05,0.00033,0.00023,4e-05,0.00218,0.00013,5e-05,0.00021,0.00022,4e-05,7e-05,0.00022,0.00047,0.00052,0.00103,0.00022,0.00014,0.00012,0.00029,0.00016,4e-05,0.00014,0.00013,0.00021,0.00011,3e-05,8e-05,4e-05
"1673428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69373",0.00024,1e-04,3e-05,5e-05,9e-05,1e-04,7e-05,4e-05,0.00022,0.00014,4e-05,7e-05,0.00022,3e-05,3e-05,3e-05,5e-05,5e-05,4e-05,3e-05,0.00012,3e-05,2e-05,4e-05,4e-05,3e-05,1e-05,5e-05,6e-05,1e-04,5e-05,6e-05,0.00011,7e-05,5e-05,5e-05,0.00013,9e-05,9e-05,0.00039,5e-05,5e-05,0.00014,4e-05,7e-05,4e-05,8e-05,1e-05,4e-05,6e-05,7e-05,5e-05,5e-05,0.00011,0.00029,8e-05,5e-05,3e-05,0.00027,1e-04,5e-05
"2487118",7e-05,9e-05,0.00322,0.00115,0.00103,0.00025,0.00016,0.00096,0.00057,0.00037,0.00091,3e-05,0.00017,0.00222,0.00034,9e-05,0.00015,0.00057,0.00017,0.00037,3e-05,0.00062,0.00024,0.00034,0.00079,0.00052,3e-05,0.00092,0.00044,0.00271,0.00046,0.00095,0.00031,0.00033,0.00048,0.00371,0.00123,0.00046,6e-05,4e-05,0.00085,5e-04,4e-05,0.01573,0.00068,0.00082,0.00049,0.00021,0.00084,0.00102,4e-04,0.00089,0.00063,7e-05,0.00014,0.00056,0.00077,0.00025,5e-05,0.00024,2e-04
"1118153",4e-05,5e-05,2e-05,5e-05,5e-05,1e-05,3e-05,2e-05,1e-05,9e-05,2e-05,2e-05,5e-05,2e-05,1e-05,2e-05,3e-05,2e-05,7e-05,1e-05,5e-05,3e-05,1e-05,1e-05,2e-05,2e-05,1e-05,3e-05,2e-05,3e-05,1e-05,2e-05,6e-05,4e-05,3e-05,2e-05,4e-05,6e-05,0,1e-05,2e-05,4e-05,0,1e-05,3e-05,5e-05,2e-05,0,3e-05,5e-05,4e-05,9e-05,2e-05,1e-04,8e-05,8e-05,3e-05,4e-05,7e-05,3e-05,7e-05
"1006",0,2e-05,5e-05,7e-05,5e-05,3e-05,2e-05,3e-05,4e-05,2e-05,4e-05,7e-05,0.00013,0.00013,2e-05,1e-05,2e-05,5e-05,4e-05,3e-05,1e-05,3e-05,2e-05,2e-05,4e-05,3e-05,0.00027,4e-05,0.00017,2e-05,5e-05,5e-05,1e-05,0.00039,7e-05,4e-05,0.00014,7e-05,3e-05,1e-05,5e-05,4e-05,0.00011,0,4e-05,9e-05,4e-05,4e-05,5e-05,6e-05,6e-05,4e-05,3e-05,0,0,3e-05,5e-05,1e-04,4e-05,3e-05,1e-05
"68570",1e-04,1e-05,1e-05,1e-05,0,0,2e-05,1e-05,1e-05,3e-05,1e-05,4e-05,3e-05,0,0,1e-05,1e-05,1e-05,2e-05,0,2e-05,0,0,0,1e-05,0,0,1e-05,2e-05,4e-05,2e-05,2e-05,4e-05,8e-05,1e-05,1e-05,4e-05,1e-05,2e-05,9e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,9e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05
"323450",0,3e-05,6e-05,7e-05,0.00011,3e-05,1e-05,5e-05,6e-05,0,5e-05,3e-05,1e-05,6e-05,3e-05,0,0,1e-04,6e-05,3e-05,0,4e-05,3e-05,3e-05,4e-05,3e-05,2e-05,7e-05,0.00011,5e-05,6e-05,0.00015,5e-05,5e-05,6e-05,5e-05,0,1e-04,2e-05,0,6e-05,5e-05,0.00012,0.00011,7e-05,0.00016,5e-05,0.00028,4e-05,0.00015,0.00012,7e-05,5e-05,0,0,8e-05,5e-05,7e-05,8e-05,1e-04,0
"32013",0.00039,6e-05,7e-05,6e-05,8e-05,0.00018,3e-05,0.00022,4e-05,8e-05,4e-05,6e-05,6e-05,5e-05,0.00024,2e-05,7e-05,5e-05,8e-05,0.00018,0.00012,0.00038,0.00022,0.00017,4e-05,0.00051,4e-05,9e-05,1e-04,7e-05,2e-05,8e-05,9e-05,7e-05,0.00012,4e-05,0.00018,0.00025,1e-04,0.00011,4e-05,0.00016,5e-05,7e-05,0.00013,9e-05,4e-05,5e-04,5e-05,7e-05,0.00019,0.00012,0.00027,3e-04,0.00045,8e-05,0.00013,4e-05,4e-05,0.00029,0.00024
"271",0.00013,1e-05,0,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,2e-05,0,0,1e-05,0,1e-05,0,0,6e-05,0,0,0,0,0,0,0,1e-05,2e-05,1e-05,1e-05,0,0,0,0,0,2e-05,3e-05,5e-05,0,0,0,0,0,1e-05,0,0,0,1e-05,0,1e-05,0,8e-05,0,1e-05,0,0,0,1e-05,0
"2666100",6e-05,0,1e-05,1e-05,0,0,2e-05,0,0,0,0,0,2e-05,0,0,7e-05,0,0,1e-05,0,1e-05,1e-05,0,0,2e-05,0,3e-05,0,0,0,1e-05,0,0,0,0,0,0,0,4e-05,7e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,1e-05,0
"1050174",5e-05,6e-05,7e-05,3e-05,3e-05,1e-05,4e-05,2e-05,1e-05,3e-05,2e-05,3e-05,6e-05,4e-05,1e-05,5e-05,3e-05,4e-05,2e-05,1e-05,4e-05,2e-05,1e-05,1e-05,8e-05,1e-05,0,2e-05,2e-05,6e-05,3e-05,2e-05,3e-05,1e-05,4e-05,2e-05,0,2e-05,0,2e-05,2e-05,2e-05,3e-05,0,3e-05,4e-05,3e-05,0,2e-05,3e-05,2e-05,3e-05,2e-05,0,0,4e-05,2e-05,1e-05,6e-05,2e-05,3e-05
"274",0.00034,2e-05,1e-05,4e-05,2e-05,3e-05,0.00018,8e-05,3e-05,0.00011,2e-05,0.00014,0.00012,6e-05,2e-05,6e-05,0.00013,4e-05,7e-05,2e-05,8e-05,4e-05,1e-05,2e-05,6e-05,6e-05,1e-05,4e-05,5e-05,7e-05,0.00039,7e-05,0.00013,9e-05,2e-05,3e-05,1e-04,3e-05,3e-05,7e-05,4e-05,2e-05,3e-05,5e-05,5e-05,4e-05,6e-05,1e-05,4e-05,6e-05,8e-05,6e-05,3e-05,1e-04,7e-05,7e-05,2e-05,5e-05,4e-05,5e-05,0.00032
"1249553",2e-05,1e-05,2e-05,2e-05,1e-05,2e-05,0.00012,1e-05,1e-05,0,2e-05,0,0,0,1e-05,2e-05,3e-05,2e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,0,2e-05,1e-05,4e-05,0,1e-05,2e-05,0,2e-05,1e-05,0,3e-05,1e-05,0,2e-05,2e-05,0,1e-05,2e-05,3e-05,1e-05,1e-05,2e-05,0,3e-05,2e-05,2e-05,0,0,1e-05,2e-05,0,0,2e-05,0
"1249552",0,1e-05,1e-05,3e-05,3e-05,3e-05,0,3e-05,1e-05,1e-05,3e-05,0,0,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05,4e-05,0,0,1e-05,1e-05,0,3e-05,2e-05,2e-05,3e-05,0,1e-05,2e-05,2e-05,1e-05,0,5e-05,6e-05,3e-05,1e-05,2e-05,2e-05,3e-05,3e-05,5e-05,0,0,3e-05,4e-05,2e-05,3e-05,1e-05,2e-05
"2306583",0.001,0.00022,0.00019,0.00057,0.00048,0.00039,0.00018,0.00012,0.00011,0.00018,0.00015,0.00023,0.00062,0.00016,0.00015,0.00018,0.00042,0.00018,2e-04,0.00018,6e-04,0.00014,0.00015,0.00023,0.00017,0.00011,2e-05,0.00017,0.00061,0.00039,0.00033,0.00061,0.00028,0.00032,0.00024,0.00015,0.00065,0.00029,0.00028,0.00067,0.00018,0.00039,0.00241,0.00049,5e-04,0.00049,0.00128,0.00011,0.00036,0.00062,0.00176,0.00036,0.00028,0.00026,0.00216,0.00138,0.00075,3e-04,0.00043,0.00036,0.00026
"2682541",0,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05,0,0,0,0,0,0,1e-05,1e-05,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,0,0,1e-05,2e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,1e-05,0,0
"376174",0.00031,0.00013,0.00021,0.00034,0.00046,4e-04,0.00101,0.00022,0.00061,0.00046,0.00036,2e-04,3e-04,0.00016,0.00021,0.00016,0.00055,0.00037,0.00038,2e-04,1e-04,0.00024,0.00015,0.00019,0.00027,2e-04,0.00016,0.00032,0.00018,0.00014,0.00043,3e-04,0.00034,3e-04,0.00029,0.00034,0.00017,0.00037,0.00013,0.00019,0.00035,3e-04,0.00217,1e-04,0.00038,0.00035,0.00046,5e-05,0.00033,0.00024,0.00045,0.00032,0.00038,0.00021,0.00016,0.00028,0.00033,0.00092,0.00017,0.00034,0.00031
"2507160",1e-05,0,8e-05,2e-05,3e-05,1e-05,0,2e-05,1e-05,5e-05,2e-05,1e-04,2e-05,3e-05,2e-05,0,0,2e-05,1e-05,2e-05,0,4e-05,6e-05,3e-05,2e-05,4e-05,0,2e-05,2e-05,5e-05,3e-05,2e-05,0,2e-05,1e-05,2e-05,3e-05,0,0,0,2e-05,4e-05,3e-05,3e-05,2e-05,3e-05,3e-05,0.00019,1e-05,3e-05,3e-05,1e-05,1e-05,0,0,1e-05,2e-05,1e-05,0,1e-05,0
"471189",0,0,6e-05,5e-05,3e-05,2e-05,3e-05,9e-05,3e-05,0,2e-05,2e-05,0,5e-05,3e-05,2e-05,0,3e-05,1e-05,3e-05,0,7e-05,6e-05,4e-05,4e-05,0.00014,1e-05,3e-05,1e-05,4e-05,2e-05,6e-05,2e-05,6e-05,2e-05,4e-05,5e-05,3e-05,0,4e-05,3e-05,4e-05,0,4e-05,3e-05,3e-05,3e-05,6e-05,3e-05,4e-05,3e-05,5e-05,3e-05,0,0,3e-05,2e-05,1e-05,3e-05,2e-05,3e-05
"2507162",0,3e-05,0.00026,2e-04,0.00016,7e-05,0.00012,0.00029,6e-05,1e-05,9e-05,3e-05,2e-05,7e-05,0.00033,3e-05,2e-05,9e-05,0.00015,0.00033,0,5e-04,8e-04,0.00042,4e-05,5e-04,4e-05,0.00015,0.00015,0.00012,2e-05,8e-05,0,1e-05,9e-05,0.00015,8e-05,1e-04,0.00012,0,0.00013,3e-04,2e-05,5e-05,1e-04,0.00019,0.00015,0.00158,0.00011,8e-05,8e-05,9e-05,9e-05,7e-05,0,7e-05,0.00012,5e-05,3e-05,7e-05,0.00012
"652716",0.00018,0.00019,0.00171,0.00052,0.00045,0.00014,0.00033,0.00054,0.00017,0.00027,0.00022,6e-05,8e-05,0.00034,0.00026,0.00027,8e-05,3e-04,0.00096,0.00024,3e-05,3e-04,0.00018,0.00019,0.00069,0.00027,0.0024,0.00042,0.00022,0.00032,0.00033,0.00067,0.00021,5e-05,5e-04,0.00074,1e-04,0.00023,0.00012,0.00012,0.00029,0.00045,0.00035,0.00017,0.00032,5e-04,0.00018,0.0051,0.00027,0.00033,0.00023,0.00029,0.00025,6e-05,0,0.00024,0.00042,0.00015,0.00031,7e-05,9e-05
"1137095",4e-05,0.00474,0.00022,0.00024,0.00026,0.00023,0.00061,0.00034,0.00022,9e-05,0.00036,0.00028,7e-05,0.00012,0.00027,0.00648,4e-05,0.00025,0.00016,0.00024,0.00017,0.00033,0.00016,3e-04,0.00031,3e-04,1e-05,4e-04,6e-05,0.00015,1e-04,3e-04,2e-04,0.00078,0.00017,0.00034,0.00059,0.00027,0.00026,0.00026,0.00043,0.00034,0.00041,3e-04,0.00143,0.00034,0.00019,7e-05,0.00054,0.00039,0.00086,0.00024,0.00039,7e-05,0,0.00082,0.00037,0.00011,0.00064,0.00024,7e-05
"47490",4e-05,0,0,0,0,2e-05,0,0,0,0,0,2e-05,1e-05,0,0,0,5e-05,0,1e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,2e-05,0,0,8e-05,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,3e-05,0,0,0,0,0,0,0
"379684",0.00026,5e-05,1e-05,1e-05,2e-05,1e-05,3e-05,1e-05,1e-05,7e-05,1e-05,9e-05,6e-05,1e-05,1e-05,5e-05,1e-05,1e-05,4e-05,1e-05,3e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,2e-05,2e-05,2e-05,4e-05,7e-05,5e-05,2e-05,1e-05,3e-05,1e-05,1e-04,0.00014,1e-05,1e-05,7e-05,5e-05,1e-05,2e-05,3e-05,0,1e-05,3e-05,3e-05,1e-05,1e-05,0,0.00019,3e-05,1e-05,1e-05,2e-05,5e-05,7e-05
