"","ENVHA_235033541_trim25_frac","ENVHA_235057263_trim25_frac","ENVHA_235057491_trim25_frac","ENVHA_235057493_trim25_frac","ENVHA_235057560_trim25_frac","ENVHA_235063938_trim25_frac","ENVHA_235072464_trim25_frac","ENVHA_332760487_trim25_frac","ENVHA_332760505_trim25_frac","ENVHA_332761261_trim25_frac","ENVHA_332763462_trim25_frac","ENVHA_332766234_trim25_frac","ENVHA_332766361_trim25_frac","ENVHA_332766367_trim25_frac","ENVHA_332766382_trim25_frac","ENVHA_332766553_trim25_frac","ENVHA_332766565_trim25_frac","ENVHA_332766577_trim25_frac","ENVHA_332766585_trim25_frac","ENVHA_332767040_trim25_frac","ENVHA_332767115_trim25_frac","ENVHA_332767116_trim25_frac","ENVHA_332767131_trim25_frac","ENVHA_332767142_trim25_frac","ENVHA_332767164_trim25_frac","ENVHA_332767240_trim25_frac","ENVHA_332767265_trim25_frac","ENVHA_332767281_trim25_frac","ENVHA_332767798_trim25_frac","ENVHA_332767811_trim25_frac","ENVHA_332767828_trim25_frac","ENVHA_332767854_trim25_frac","ENVHA_332769255_trim25_frac","ENVHA_332769263_trim25_frac","ENVHA_332769282_trim25_frac","ENVHA_332769330_trim25_frac","ENVHA_332769475_trim25_frac","ENVHA_332770127_trim25_frac","ENVHA_332773187_trim25_frac","ENVHA_332773976_trim25_frac","ENVHA_332774160_trim25_frac","ENVHA_338311314_trim25_frac","ENVHA_338312231_trim25_frac","ENVHA_338312232_trim25_frac","ENVHA_338312247_trim25_frac","ENVHA_338313528_trim25_frac","ENVHA_338314157_trim25_frac","ENVHA_338314170_trim25_frac","ENVHA_338315335_trim25_frac","ENVHA_338316258_trim25_frac","ENVHA_338316278_trim25_frac","ENVHA_338318855_trim25_frac","ENVHA_338319683_trim25_frac","ENVHA_338319947_trim25_frac","ENVHA_338319976_trim25_frac","ENVHA_338337127_trim25_frac","ENVHA_338337295_trim25_frac","ENVHA_338337338_trim25_frac","ENVHA_338338122_trim25_frac","ENVHA_338339731_trim25_frac","ENVHA_338339754_trim25_frac"
"2591463",0.00011,0.00013,9e-05,0.00019,0.00021,0.00074,5e-05,0.00016,0.00029,7e-05,0.00022,3e-05,0.00029,0.00011,0.00014,0,0.00031,0.00024,7e-05,0.00013,8e-05,0.00019,0.00011,0.00013,7e-05,0.00019,2e-05,0.00027,0.00012,8e-05,0.00026,0.00014,9e-05,7e-05,0.00023,0.00023,1e-04,0.00016,0.00113,0.00026,0.00022,0.00021,0.00304,0.00019,0.00021,0.00028,0.00042,6e-05,0.00029,0.00016,0.00016,2e-04,0.00023,5e-05,3e-05,0.00022,0.00023,1e-04,5e-05,0.00034,0.00013
"2487353",5e-05,5e-05,9e-05,0.00016,0.00016,8e-05,7e-05,0.00013,0.00018,0.00017,0.00017,0.00029,7e-05,1e-04,1e-04,4e-05,8e-05,0.00016,8e-05,1e-04,0,1e-04,6e-05,0.00011,0.00037,0.00011,2e-05,0.00017,1e-04,0.00012,9e-05,0.00013,8e-05,0.00018,0.00011,0.00015,0.00012,0.00018,0.00012,2e-05,0.00016,1e-04,0.00013,9e-05,0.00016,0.00013,0.00028,2e-05,0.00015,0.00022,1e-04,0.00016,0.00014,6e-05,5e-05,0.00018,0.00012,9e-05,2e-05,9e-05,6e-05
"380",0.00044,6e-05,3e-05,5e-05,4e-05,0.00015,0.00012,4e-05,7e-05,1e-04,4e-05,0.00012,0.00016,4e-05,2e-05,0.00013,9e-05,4e-05,0.00012,2e-05,0.00035,3e-05,2e-05,2e-05,5e-05,3e-05,2e-05,4e-05,9e-05,0.00014,0.00015,9e-05,0.00015,0.00011,1e-04,4e-05,9e-05,7e-05,0.00015,0.00023,4e-05,3e-05,0.00013,0.00018,5e-05,5e-05,8e-05,1e-05,4e-05,6e-05,7e-05,5e-05,4e-05,0.00013,0.00022,9e-05,4e-05,7e-05,0.00022,8e-05,0.00013
"381",9e-05,3e-05,0,0,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,2e-05,0.00013,0,0,3e-05,1e-05,1e-05,2e-05,1e-05,3e-05,1e-05,0,0,2e-05,1e-05,1e-05,1e-05,0,7e-05,1e-05,3e-05,1e-05,3e-05,0,1e-05,3e-05,0,0.00025,0.00019,1e-05,0,2e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,1e-05,1e-05,0,1e-04,1e-05,0,1e-05,2e-05,0,2e-05,4e-05
"382",5e-05,6e-05,2e-05,4e-05,4e-05,7e-05,6e-05,3e-05,4e-05,0.00015,3e-05,8e-05,0.00019,3e-05,4e-05,4e-05,2e-05,3e-05,0.00016,4e-05,3e-05,4e-05,2e-05,3e-05,3e-05,3e-05,1e-05,4e-05,2e-05,3e-05,4e-05,2e-05,0.00016,0.00014,2e-05,2e-05,7e-05,4e-05,4e-05,6e-05,5e-05,4e-05,2e-04,8e-05,3e-05,3e-05,7e-05,1e-04,3e-05,4e-05,3e-05,3e-05,3e-05,0.00014,0.00012,2e-05,3e-05,4e-05,9e-05,0.00016,6e-05
"29461",0,0.00098,1e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,0,0,0,3e-05,0,0,1e-05,0,2e-05,0,6e-05,2e-05,3e-05,0,1e-05,0,3e-05,1e-05,6e-05,3e-05,0,0,3e-05,2e-05,1e-05,0,0,0,0,2e-05,2e-05,6e-05,0,1e-05,3e-05,1e-05,0,1e-05,0,0.00013,2e-05,1e-05,1e-04,0,2e-05,2e-05,0,1e-05,0,1e-05
"384",0.00054,7e-05,1e-05,2e-05,3e-05,8e-05,0.00013,4e-05,4e-05,0.00018,2e-05,0.00012,1e-04,3e-05,4e-05,7e-05,0.00013,3e-05,0.00016,4e-05,0.00042,4e-05,1e-05,3e-05,4e-05,3e-05,1e-05,3e-05,6e-05,0.00011,9e-05,8e-05,0.00021,0.00021,3e-05,2e-05,2e-04,6e-05,0.00028,0.00031,2e-05,3e-05,0.00015,0.00014,4e-05,2e-05,6e-05,1e-05,2e-05,4e-05,5e-05,3e-05,2e-05,0.00042,4e-04,7e-05,3e-05,5e-05,7e-05,8e-05,0.00017
"748247",2e-04,3e-05,1e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,1e-05,1e-05,2e-05,5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,5e-05,1e-05,2e-05,4e-05,3e-05,3e-05,1e-05,4e-05,0.00061,1e-05,1e-05,2e-05,4e-05,0,1e-05,1e-05,1e-05,2e-05,3e-05,3e-05,3e-05,0,1e-05,1e-05,2e-05,4e-05,1e-05,6e-05,0.00023,3e-05,1e-05,1e-05,2e-05,0,2e-05
"1047172",6e-05,1e-05,2e-05,4e-05,3e-05,8e-05,4e-05,3e-05,2e-05,1e-05,3e-05,1e-05,4e-05,2e-05,2e-05,2e-05,2e-05,4e-05,2e-05,2e-05,7e-05,2e-05,1e-05,2e-05,3e-05,2e-05,0,3e-05,2e-05,8e-05,3e-05,5e-05,7e-05,2e-05,3e-05,3e-05,0,8e-05,2e-05,0,3e-05,2e-05,0.00012,2e-05,4e-05,4e-05,3e-05,0,3e-05,5e-05,3e-05,3e-05,4e-05,2e-05,0,0,3e-05,2e-05,1e-05,6e-05,0.00011
"74033",4e-04,2e-05,0,1e-05,0,2e-05,1e-05,0,1e-05,2e-05,0,4e-05,6e-05,1e-05,0,1e-05,4e-05,0,1e-05,0,3e-05,0,0,0,1e-05,0,0,0,0,2e-05,2e-05,1e-05,0.00011,1e-04,2e-05,0,0.00015,1e-05,1e-05,0.00015,0,0,0,3e-05,1e-05,0,1e-05,0,0,1e-05,2e-05,1e-05,0,2e-04,0.00027,2e-05,1e-05,1e-05,6e-05,3e-05,4e-05
"314281",3e-05,3e-05,1e-05,1e-05,1e-05,0,0,2e-05,0,0,1e-05,0,0,1e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,0,2e-05,1e-05,2e-05,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,0,0,5e-05,1e-05,1e-05,1e-05,0,0,1e-05,2e-05,1e-05,3e-05,0,0,1e-05,2e-05,0,1e-05,1e-05,1e-05,0,2e-05,1e-05,2e-05,0,2e-05,1e-05,1e-05,2e-05,3e-05,0
"77038",1e-05,0,1e-05,2e-05,0,0,3e-05,0,1e-05,0,0,1e-05,0,3e-05,1e-05,2e-05,5e-05,0,0,1e-05,0,0,0,1e-05,2e-05,0,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0,0,0,0,0,3e-05,0.00017,0,1e-05,2e-05,0,0,0,3e-05,1e-05,0,0,0,3e-05,1e-05,1e-05,0,1e-05,4e-05
"1833852",6e-05,0,2e-05,1e-05,3e-05,3e-05,1e-05,0,1e-05,0,1e-05,0,1e-05,1e-05,0,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,1e-05,1e-05,1e-05,0,0,0,3e-05,0,1e-05,3e-05,2e-05,3e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00013,1e-05,1e-05,0,1e-05,1e-05,0,0,0,1e-05,1e-05,0,0,0
"1348114",0,0,0,0,0,0,0,0,0,3e-05,0,0,0,0,0,0,1e-05,0,1e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,3e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
"1526658",3e-05,3e-05,2e-05,5e-05,6e-05,9e-05,5e-05,3e-05,4e-05,9e-05,4e-05,4e-05,6e-05,4e-05,2e-05,3e-05,1e-05,5e-05,4e-05,2e-05,5e-05,3e-05,2e-05,2e-05,5e-05,3e-05,0,4e-05,2e-05,3e-05,0.00013,1e-04,8e-05,0.00012,6e-05,3e-05,2e-05,8e-05,0.00013,0.00016,4e-05,3e-05,0.00012,9e-05,3e-05,4e-05,6e-05,1e-05,4e-05,2e-05,5e-05,4e-05,4e-05,1e-04,6e-05,2e-05,4e-05,6e-05,4e-05,6e-05,1e-05
"1809",0,2e-05,0,1e-05,1e-05,6e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,0,1e-05,0,3e-05,1e-05,2e-05,1e-05,0,1e-05,0,1e-05,0,1e-05,0,1e-05,0,0,0,2e-05,1e-05,0,1e-05,1e-05,9e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,4e-05,0,1e-05,1e-05,0,3e-05,1e-05,1e-05
"28894",1e-04,0,0,1e-05,0,4e-05,1e-05,1e-05,0,1e-05,0,3e-05,0,1e-05,0,1e-05,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,1e-05,2e-05,2e-05,3e-05,7e-05,1e-05,1e-05,0,0,2e-05,0,5e-05,0,0,0,1e-05,0,0,4e-05,0,0,2e-05,1e-05,1e-05,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05
"413888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155978",2e-05,3e-05,4e-05,6e-05,7e-05,0.00013,6e-05,5e-05,4e-05,1e-05,6e-05,3e-05,2e-05,3e-05,6e-05,0.00797,3e-05,5e-05,5e-05,4e-05,3e-05,0.00011,3e-05,5e-05,3e-05,4e-05,0,7e-05,0.00013,6e-05,0.00017,3e-05,4e-05,4e-05,3e-05,7e-05,5e-05,8e-05,0,4e-05,0.00011,7e-05,0.00024,7e-04,0.00014,0.00011,8e-05,1e-05,1e-04,8e-05,0.00016,7e-05,1e-04,0.00016,0.00013,0.00017,9e-05,3e-05,7e-05,5e-05,0.00013
"1972431",0,0,1e-05,0,1e-05,0,2e-05,0,1e-05,2e-05,0,0,6e-05,0,1e-05,0,2e-05,0,0,1e-05,2e-05,0,0,1e-05,1e-05,0,0,0,1e-05,8e-05,0,3e-05,3e-05,0,1e-05,0,3e-05,2e-05,1e-05,0,0,1e-05,1e-05,4e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,3e-05,0,1e-05,1e-05,1e-05,0,0
"2003370",2e-05,0,0,0,0,0,1e-05,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169025",0,0,1e-05,0,0,0,0,0,1e-05,3e-05,0,0,0,0,0,0,0,1e-05,0,0,7e-05,0,0,0,0,0,0,1e-05,3e-05,0,0,1e-05,0,2e-05,0,0,0,0,5e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05
"5872",3e-05,0,0,0,0,3e-05,0,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,5e-05,1e-05,0,0,0,0,1e-05,0,0,0,1e-05,0,0,1e-05,0,0,0,4e-05,0,1e-05,0,0,0,1e-05,0
"2502791",0,2e-05,1e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05,1e-05,1e-05,0.00015,0,2e-05,2e-05,0,1e-05,2e-05,2e-05,2e-05,1e-05,3e-05,4e-05,2e-05,1e-05,3e-05,0,2e-05,2e-05,1e-05,2e-05,2e-05,0,2e-05,1e-05,1e-05,1e-05,3e-05,2e-05,0,1e-05,2e-05,3e-05,0,1e-05,3e-05,3e-05,3e-05,2e-05,2e-05,6e-05,2e-05,2e-05,0,4e-05,2e-05,2e-05,0,0,3e-05,2e-05
"92401",1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,3e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40990",6e-05,1e-05,8e-05,7e-05,1e-04,0.0015,4e-05,4e-05,4e-05,3e-05,6e-05,3e-05,0,2e-05,3e-05,5e-05,1e-05,1e-04,1e-05,3e-05,5e-05,4e-05,2e-05,3e-05,9e-05,2e-05,0,6e-05,5e-05,6e-05,8e-05,6e-05,0.00034,3e-05,0.00021,7e-05,9e-05,1e-04,5e-05,0,7e-05,3e-05,0.00011,3e-05,6e-05,5e-05,7e-05,1e-05,6e-05,6e-05,2e-05,6e-05,6e-05,4e-05,0,8e-05,4e-05,0,0,3e-05,1e-05
"56459",0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,2e-05,1e-05,0,3e-05,1e-05,0,0,3e-05,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,1e-05,0,1e-05
"56458",0.00011,1e-05,0,0,0,4e-05,1e-05,0,4e-05,4e-05,0,1e-05,7e-05,1e-05,0,0,2e-05,1e-05,2e-05,0,3e-05,0,0,0,2e-05,0,0,0,3e-05,5e-05,1e-05,1e-05,2e-05,0,2e-05,0,5e-05,2e-05,0,0,0,0,0,0.00012,0,0,1e-05,0,0,2e-05,2e-05,1e-05,0,1e-05,9e-05,1e-05,0,0,2e-05,1e-05,5e-05
"1890302",0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-05,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5875",0,0,0,0,0,0,2e-05,0,0,0,0,0,3e-05,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,8e-05,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,3e-05,0,0,0,0,1e-05,1e-05
"56455",0,0,0,0,1e-05,0,1e-05,0,0,0,0,1e-05,3e-05,0,0,1e-05,0,0,2e-05,0,2e-05,0,0,0,0,0,0,0,1e-05,1e-05,0,0,3e-05,0,0,0,2e-05,1e-05,2e-05,0,0,0,0,2e-05,1e-05,0,2e-05,0,0,1e-05,0,1e-05,0,8e-05,1e-05,1e-05,0,1e-05,3e-05,1e-05,3e-05
"56454",4e-05,0,1e-05,1e-05,1e-05,8e-05,2e-05,1e-05,2e-05,0,0,1e-05,0.00015,0,0,4e-05,1e-05,1e-05,3e-05,1e-05,2e-05,0,0,1e-05,2e-05,0,0,1e-05,5e-05,2e-05,0,0,0,0.00013,1e-05,0,1e-05,3e-05,0,0.00012,1e-05,1e-05,0,0.00012,1e-05,1e-05,2e-05,0,0,4e-05,3e-05,1e-05,1e-05,0,0.00015,1e-05,0,0,1e-05,0,0
"35806",3e-05,2e-05,2e-05,9e-05,6e-05,0.00012,8e-05,0.00011,5e-05,0.00023,0.00012,4e-05,8e-05,4e-05,4e-05,3e-05,0.00013,0.00012,9e-05,5e-05,1e-04,7e-05,3e-05,5e-05,2e-05,0.00012,9e-05,1e-04,8e-05,6e-05,4e-05,8e-05,7e-05,9e-05,6e-05,0.00011,5e-05,6e-05,6e-05,0.00017,0.00011,7e-05,5e-05,5e-05,8e-05,6e-05,7e-05,1e-05,0.00014,8e-05,9e-05,0.00015,1e-04,5e-05,0.00026,9e-05,9e-05,5e-05,4e-05,3e-05,7e-05
"73919",4e-05,0,2e-05,5e-05,3e-05,2e-05,1e-05,5e-05,4e-05,6e-05,3e-05,3e-05,0,4e-05,2e-05,2e-05,2e-05,5e-05,0,2e-05,1e-05,3e-05,1e-05,2e-05,4e-05,3e-05,0,4e-05,4e-05,5e-05,0.00016,2e-05,6e-05,4e-05,5e-05,3e-05,6e-05,6e-05,4e-05,0,3e-05,3e-05,3e-05,0.00014,6e-05,5e-05,5e-05,0,4e-05,0.00013,7e-05,6e-05,3e-05,7e-05,9e-05,3e-05,3e-05,0,1e-05,3e-05,0
"56450",0,0,0,0,0,0,0,0,0,1e-05,0,2e-05,2e-05,0,0,0,3e-05,0,1e-05,0,1e-05,0,0,0,0,0,0,0,0,3e-05,0,0,1e-05,2e-05,0,0,7e-05,1e-05,2e-05,4e-05,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,3e-05,1e-05,0,0,0,0,0,1e-05
"56453",8e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,2e-05,0,0,0,1e-05,0,0,0,0,1e-05,0,0,3e-05,3e-05,1e-05,0,0,1e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,1e-05,1e-05,0
"186931",4e-05,2e-05,1e-05,3e-05,2e-05,0,3e-05,2e-05,4e-05,5e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05,1e-05,0,2e-05,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,3e-05,1e-05,2e-05,3e-05,3e-05,1e-05,1e-05,2e-05,0,5e-05,0,0,2e-05,2e-05,0,1e-05,3e-05,4e-05,1e-05,0,1e-05,2e-05,2e-05,2e-05,3e-05,0.00014,0,2e-05,2e-05,4e-05,0,2e-05,3e-05
"632569",0,0.00031,0.00028,0.00091,0.001,0.00055,0.00078,0.00156,0.00072,0.00037,0.00144,0.00054,0.00035,0.00212,0.00061,0.00044,0.00022,0.00094,0.00066,0.00066,5e-05,9e-04,0.00041,0.00059,0.00122,0.0032,0.00098,0.00125,0.00065,0.00083,0.00073,0.00111,0.00046,0.00042,0.00123,0.00195,0.00121,0.00085,0.00014,0.00048,0.00104,0.00144,0.00066,5e-05,0.00112,0.00084,0.00119,2e-04,0.00124,0.00124,0.00066,0.00157,0.00108,0.00016,6e-05,0.0015,0.00094,0.00058,0.00072,0.00228,0.00066
"2079596",1e-05,2e-05,3e-05,8e-05,3e-05,4e-05,1e-05,3e-05,4e-05,5e-05,3e-05,2e-05,2e-05,1e-05,7e-05,0,4e-05,5e-05,2e-05,5e-05,7e-05,5e-05,4e-05,7e-05,2e-05,3e-05,1e-05,4e-05,4e-05,2e-05,1e-05,6e-05,0.00014,3e-05,6e-05,3e-05,2e-05,4e-05,2e-05,0,3e-05,0.00013,0,2e-05,6e-05,1e-04,7e-05,6e-05,3e-05,0,3e-05,4e-05,5e-05,0.00014,0,3e-05,7e-05,6e-05,0,0.00034,0
"215743",0.00023,0,2e-05,1e-05,7e-05,1e-04,4e-05,4e-05,1e-05,1e-04,3e-05,0.00019,1e-05,2e-05,1e-05,3e-05,0.00016,0,0,2e-05,1e-04,1e-05,1e-05,2e-05,5e-05,1e-05,4e-05,4e-05,3e-05,4e-05,0,8e-05,0.00028,0.00024,4e-05,2e-05,0.00015,8e-05,0,1e-05,1e-05,2e-05,2e-05,3e-05,1e-05,5e-05,2e-05,0,2e-05,0,3e-05,0,2e-05,8e-05,0.00046,1e-05,1e-05,4e-05,0.00016,3e-05,5e-05
"302406",1e-05,8e-05,2e-05,9e-05,6e-05,0.00012,1e-05,9e-05,6e-05,1e-05,0.00019,0,3e-05,0.00011,4e-05,1e-05,4e-05,8e-05,0,5e-05,0,6e-05,5e-05,6e-05,0,4e-05,0,1e-04,7e-05,1e-05,0.00021,1e-04,5e-05,0,0.00039,0.00015,0,5e-05,0,0.00013,0.00011,7e-05,0.00015,2e-05,9e-05,0.00011,1e-04,2e-05,1e-04,5e-05,5e-05,1e-04,0.00011,4e-05,4e-05,6e-05,0.00011,2e-04,0,7e-05,2e-05
"64104",0.00011,0,1e-05,0,0,2e-05,1e-05,0,0,0,0,2e-05,0,0,0,0,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,0,1e-05,0,1e-05,0,0,0,0,1e-05,0,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,4e-05,0,0,0,0,0,0,0
"75293",0,1e-05,0,0,0,1e-05,2e-05,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,2e-05,0,0,0,0,0,1e-05,0,0,0,0,8e-05,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
"2528008",0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,2e-05,0,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,2e-05,2e-05,3e-05,5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05,0,1e-05,2e-05,2e-05,2e-05,1e-05,0,0,1e-05,1e-05,1e-05,3e-05,3e-05,0
"2528009",4e-05,4e-05,2e-05,4e-05,2e-05,3e-05,3e-05,2e-05,1e-05,0,2e-05,2e-05,2e-05,2e-05,1e-05,0,8e-05,3e-05,1e-05,1e-05,0,2e-05,1e-05,1e-05,2e-05,1e-05,2e-05,2e-05,3e-05,5e-05,7e-05,2e-05,2e-05,0,2e-05,2e-05,1e-05,3e-05,1e-05,4e-05,2e-05,2e-05,5e-05,2e-05,2e-05,3e-05,3e-05,0,2e-05,3e-05,2e-05,2e-05,2e-05,7e-05,3e-05,2e-05,2e-05,1e-05,1e-05,4e-05,1e-05
"60480",0,2e-05,0,0,2e-05,0,0,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,0,0,1e-05,0,1e-05,0,0,0,2e-05,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,1e-05,1e-05,5e-05,0,1e-05,0,0,0,1e-05,0,0,0,0
"1495769",7e-05,0,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,2e-05,0,1e-05,0,0,4e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,0,1e-05,3e-05,1e-05,1e-05,1e-05,8e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,4e-05,0,0
"38986",0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,7e-05,1e-05,0,0,1e-05,1e-05,4e-05,1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,1e-05,4e-05,1e-05,4e-05,1e-05,1e-05,2e-05,0,1e-05,4e-05,1e-05,1e-05,1e-05,0.00022,3e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,4e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,0,0,0
"259",0,5e-05,6e-05,0.00021,0.00018,2e-05,7e-05,0.00013,1e-04,1e-05,8e-05,8e-05,0.00013,4e-05,0.00014,2e-05,2e-05,0.00012,1e-04,0.00013,2e-05,0.00013,0.00014,0.00013,3e-05,0.00013,0,1e-04,0.00016,4e-05,0.00011,5e-05,9e-05,2e-05,0.00013,1e-04,2e-05,0.00012,0,0.00014,6e-05,0.00024,4e-05,4e-05,9e-05,0.00012,1e-04,0.00015,0.00011,3e-05,1e-04,8e-05,1e-04,1e-04,4e-05,9e-05,1e-04,0.00048,6e-05,2e-04,0.00011
"1608628",0,3e-05,4e-05,1e-04,0.00011,0.00013,8e-05,8e-05,8e-05,7e-05,9e-05,3e-05,0.00012,8e-05,5e-05,3e-05,8e-05,0.00013,0.00012,5e-05,0,7e-05,3e-05,5e-05,5e-05,7e-05,9e-05,9e-05,7e-05,3e-05,0.00015,6e-05,8e-05,8e-05,0.00011,8e-05,5e-05,5e-05,5e-05,4e-05,9e-05,8e-05,0.00027,6e-05,0.00012,0.00011,1e-04,2e-05,1e-04,0.00011,0.00011,1e-04,1e-04,5e-05,1e-05,0.00013,9e-05,5e-05,5e-05,0.00016,9e-05
"2652307",0,1e-05,0.00025,7e-05,9e-05,0.00015,4e-05,0.00012,0.00024,4e-05,9e-05,0.00014,1e-05,7e-05,0.00013,2e-05,4e-05,9e-05,8e-05,1e-04,4e-05,0.00017,0.00031,8e-05,8e-05,2e-04,3e-05,0.00012,7e-05,0.00012,0.00012,0.00011,3e-05,2e-05,8e-05,1e-04,5e-05,6e-05,6e-05,4e-05,0.00015,0.00014,6e-05,9e-05,7e-05,0.00014,9e-05,0.00282,1e-04,0.00013,7e-05,0.00014,8e-05,2e-05,0,6e-05,9e-05,5e-05,2e-05,8e-05,4e-05
"75985",0.00319,0.00087,7e-05,4e-05,8e-05,0.00215,0.00269,1e-05,0,5e-05,0,0.00133,0.00027,4e-05,1e-05,0,3e-05,5e-05,0.00245,1e-05,0.00022,1e-05,0,1e-05,0.00051,2e-05,0.00144,1e-05,2e-04,0.00275,7e-05,2e-05,0.00038,0.00585,0.00035,3e-05,5e-04,2e-05,9e-05,0.00317,1e-05,1e-05,0,3e-05,2e-05,2e-05,0.00022,1e-05,1e-05,0.00042,2e-05,0,0,0.00333,0.00149,0.00047,1e-05,6e-05,0.00302,0.00023,0.00083
"356837",6e-05,1e-05,0,1e-05,2e-05,7e-05,1e-05,0,1e-05,0,1e-05,1e-05,4e-05,1e-05,0,1e-05,3e-05,1e-05,2e-05,0,2e-05,0,0,0,1e-05,0,3e-05,1e-05,1e-05,3e-05,1e-05,2e-05,3e-05,2e-05,0.00011,1e-05,5e-05,2e-05,4e-05,9e-05,1e-05,1e-05,0,6e-05,2e-05,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,0,0.00014,2e-05,1e-05,2e-05,3e-05,6e-05,0
