domain	phylum	class	order	family	genus	species	tax_id	tax_level	CRR125950_0.5.bracken_num	CRR125950_0.5.bracken_frac	CRR125950_0.90.bracken_num	CRR125950_0.90.bracken_frac	CRR125950_0.95.bracken_num	CRR125950_0.95.bracken_frac	CRR125950_0.99.bracken_num	CRR125950_0.99.bracken_frac	CRR125950_0.bracken_num	CRR125950_0.bracken_frac	CRR125950_1.bracken_num	CRR125950_1.bracken_frac
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. KT 15	1896175	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	642780	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00026	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. ZODW24	2185142	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. YC-RL1	1652545	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	495	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	96	0.00226	0	0.00000
Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix parasitica	1973486	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium icense	1274631	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00014	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus wardiae	1814290	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria canis	493	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	336261	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	28188	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga cynodegmi	28189	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus brockianus	56956	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	NA	Arcobacter sp. L	944547	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis	155863	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii	53953	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-10	754397	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Georhizobium	Georhizobium profundi	2341112	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00016	0	0.00000
Bacteria	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Athalassotoga	Athalassotoga saccharophila	1441386	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	Mesoplasma florum	2151	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mobilis	2026190	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00014	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	NA	Gemella	Gemella haemolysans	1379	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00023	0	0.00000
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium GAM147	2109692	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	45243	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Bacteria	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	Silvanigrella aquatica	1915309	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCBAU 051011	858422	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium arcticum	1784713	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii	1069	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	8	0.00019	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	NA	Ectothiorhodospiraceae bacterium BW-2	947515	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter oligotrophus	2319843	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter chinensis	2004650	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Fijivirus	Nilaparvata lugens reovirus	33724	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA	Flammeovirgaceae bacterium 311	1257021	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00012	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 8	2584466	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	61646	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis	28985	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00016	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces peucetius	1950	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. KBS0721	1179672	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	Kordia antarctica	1218801	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa	93220	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00012	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. YZ-8	2319844	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas salegens	1434072	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 285	115808	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Z022	1442032	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga crassostreae	1763535	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	Afipia sp. GAS231	1882747	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00016	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans	35841	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. KBS50	2024580	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis	1547283	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus	827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium canariense	255045	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. SY8519	1042156	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	820	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00042	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp.	376	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00040	0	0.00000
Eukaryota	NA	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Guillardia	Guillardia theta	55529	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00023	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia chlamydosporia	280754	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL90	2487344	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LK11	1390395	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	155	0.00364	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	881260	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp. oral taxon 323	1705617	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. FSL R5-0912	1536771	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter sp. KACC 21233	2592655	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter ghanensis	431306	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Moorea	Moorea producens	1155739	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi	5854	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00012	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	1719	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio xylanivorans	185007	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00040	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus chromogenes	46126	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. MED134	313590	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas serinivorans	1082851	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium	1871037	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Planctomycetes	NA	NA	NA	NA	Planctomycetes bacterium Pan44	2527983	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	584	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus vulgaris	585	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter molluscorum	1032072	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	40214	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus contaminans	1945662	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. FDAARGOS_156	1702170	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii	588	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Candidatus Phaeomarinobacter	Candidatus Phaeomarinobacter ectocarpi	1458461	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix larvae	1514105	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. SOS3	1926494	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	8	0.00019	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermodenitrificans	33940	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Crateriforma	Crateriforma conspicua	2527996	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium segmentosum	43990	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	168	0.00395	0	0.00000
Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora blattae	1071379	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter subantarcticus	497724	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia sp. JS20170427COW	2583851	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans	1160721	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	80884	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00056	0	0.00000
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus sp. UFO1	484770	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas ginsengisoli An et al. 2013	363835	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	138	0.00324	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	561879	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	36745	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	29385	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	1639	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkalitalea	Alkalitalea saponilacus	889453	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	2371	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	623	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00047	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Hydrocarboniclastica	Hydrocarboniclastica marina	2259620	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium pygmaeum	370764	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium taklimakanense	536441	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	9	0.00021	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	450	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. PM5	2014534	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia armeniaca	2072590	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	47678	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	Chryseolinea soli	2321403	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00007	0	0.00000
Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania braziliensis	5660	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00023	0	0.00000
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	173	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix venerupis	1486034	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia sp. HF	391036	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella polaris	2588449	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1502	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Ornithobacterium	Ornithobacterium rhinotracheale	28251	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Tenericutes	NA	NA	NA	NA	Tenericutes bacterium MO-XQ	1911684	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Mitsuaria	Mitsuaria sp. 7	1658665	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	979	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00012	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium 10Alg115	2584122	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	28090	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00005	0	0.00000
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus oligofermentans	293371	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas schubertii	652	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium septicum	1504	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii	1505	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma californicum	2113	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00002	0	0.00000
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	Candidatus Sulcia	Candidatus Sulcia muelleri	336810	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00009	0	0.00000
