feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X2169539	survival	Survived	-2.46936313615599	1.2923700585469	25	9	0.0976534363681483	0.310152815507288
X964	survival	Survived	-0.894291845740884	0.486545725022398	25	11	0.0992197893342746	0.312923950977327
X96901	survival	Survived	1.14182712945565	0.614885463942604	25	10	0.100395859293274	0.314434253758797
X624	survival	Survived	-1.28267740999188	0.723144284734549	25	13	0.103753561548822	0.320499015469307
X1871047	survival	Survived	-1.90347607911669	1.06138235009128	25	12	0.103155919902583	0.320499015469307
X434010	survival	Survived	-1.81638051577254	0.978253955565446	25	9	0.105713439097688	0.324331707707871
X209	survival	Survived	1.11265010685764	0.639426923166388	25	14	0.107403083352263	0.327289125620748
X1404	survival	Survived	-1.59127192249097	0.907382329273389	25	12	0.110021167700885	0.330686799092734
X28129	survival	Survived	1.01460822598617	0.59561038499123	25	16	0.110564418309304	0.330686799092734
X696485	survival	Survived	0.684143704032952	0.399722487001978	25	15	0.110717753133044	0.330686799092734
X542	survival	Survived	-2.59325501829701	1.17198405174689	25	5	0.113814125374409	0.332003780477547
X1345702	survival	Survived	-2.85996090056703	1.61275199390502	25	10	0.114103294842616	0.332003780477547
X1505036	survival	Survived	-1.91422560557294	0.999542176814632	25	7	0.113640131346317	0.332003780477547
X1849491	survival	Survived	-0.876456126286033	0.515313836932203	25	15	0.112758418737042	0.332003780477547
X909932	survival	Survived	0.798236378893505	0.487528797214178	25	22	0.117204199851844	0.338840347007574
X1308	survival	Survived	-0.933242269305366	0.569151406479139	25	20	0.118424970696143	0.339756173112882
X2718	survival	Survived	1.25712328672088	0.753263548999985	25	15	0.119027661534003	0.339756173112882
X203804	survival	Survived	1.94579931661504	1.1142453415848	25	9	0.124263132447419	0.352469639835131
X32207	survival	Survived	-0.817812127575942	0.513586611606775	25	22	0.126987538864882	0.357946125175386
X285	survival	Survived	0.950052115813068	0.572427449496868	25	12	0.127964485171479	0.358459520573521
X59753	survival	Survived	3.30979287402277	0.684683512860036	25	3	0.129863209767676	0.359314770584182
X2603206	survival	Survived	2.34837237785091	1.23196220765918	25	6	0.129310309365913	0.359314770584182
X31953	survival	Survived	3.86516740415269	2.26085050732869	25	9	0.131084565636456	0.360482555500255
X200643	survival	Survived	0.942543690965874	0.589068997801773	25	16	0.131903126799018	0.360535213250648
X452471	survival	Survived	1.23648337334927	0.751079124825966	25	11	0.134113983362912	0.36436991865466
X2124	survival	Survived	3.23306874046025	1.60359142304177	25	5	0.13716639980244	0.370136718578248
X48296	survival	Survived	-1.59408753907796	0.861344120689532	25	6	0.137877979426044	0.370136718578248
X2597701	survival	Survived	-0.957154058715245	0.616431303559202	25	19	0.13890401618146	0.37068468223573
X168471	survival	Survived	-1.73175791629125	0.994763427035544	25	7	0.142184703978896	0.375001763125627
X2027919	survival	Survived	0.816230424199518	0.524432393858511	25	16	0.141922967899499	0.375001763125627
X28035	survival	Survived	-2.57763706514988	1.48550221179118	25	7	0.143229075133248	0.375559958634272
X225991	survival	Survived	1.176980022031	0.737945265593733	25	11	0.145189499795453	0.378325366787321
X2604941	survival	Survived	-1.99875921080383	1.26774923246561	25	12	0.145961449713955	0.378325366787321
X90371	survival	Survived	-0.691517318929982	0.451154633234357	25	16	0.147614416186415	0.380423438286132
X1855912	survival	Survived	-1.34417738951903	0.846866273882033	25	10	0.151120777955334	0.387246993510543
X2603276	survival	Survived	-1.55357569456607	1.00932835391817	25	13	0.152007235458957	0.387317871141185
X89966	survival	Survived	-1.55246204625438	1.03459687966528	25	16	0.155684975587949	0.394460247135759
X1920191	survival	Survived	1.47666826077974	0.990216296139171	25	16	0.158079427754414	0.396076788429116
X2579971	survival	Survived	-1.52900909304695	0.966829162883995	25	9	0.157784693627321	0.396076788429116
X2478663	survival	Survived	3.44709153678102	1.58257573595319	25	4	0.161277495249745	0.401857184296326
X621	survival	Survived	-1.34168188056484	0.888805322588819	25	11	0.165441492437275	0.405511484180495
X312306	survival	Survived	1.94869040536894	1.28912869077024	25	11	0.164915032301567	0.405511484180495
X2562284	survival	Survived	-2.24796846795834	1.32160280904781	25	6	0.164173797585623	0.405511484180495
X882083	survival	Survived	-1.07006962951302	0.720539386696953	25	12	0.168344698539217	0.410397075898307
X1796646	survival	Survived	0.959009804289519	0.649374920000201	25	12	0.170508586881395	0.412506420389611
X2036206	survival	Survived	-0.820906384623089	0.570965732248234	25	17	0.171039247478619	0.412506420389611
X192	survival	Survived	0.877447664619305	0.540438944999369	25	6	0.179787169324585	0.431297943432913
X888845	survival	Survived	-1.40450087563562	0.90875759145602	25	7	0.182883670158694	0.4364049483681
X81	survival	Survived	0.636179797884383	0.320368178485367	25	4	0.185452748853867	0.440206261753126
X208224	survival	Survived	1.05211736046767	0.748470968108679	25	13	0.187427665416136	0.442564801584699
X426355	survival	Survived	-1.96982434640006	1.30158694021627	25	7	0.190593745466543	0.447696766694848
X1549855	survival	Survived	-0.979674034872275	0.584868264052022	25	5	0.192521111931331	0.449880940316218
X1160717	survival	Survived	-0.875461681147797	0.640992888221387	25	14	0.197057496876674	0.458107892223609
X83406	survival	Survived	3.25093977926134	2.00295694176003	25	5	0.203032413222854	0.469577530069267
X1560345	survival	Survived	-1.34860057140075	1.00058562851521	25	12	0.207458302781477	0.477365788543093
X171	survival	Survived	1.7836057315565	1.33055230461921	25	12	0.209740530726127	0.480167407906008
X82996	survival	Survived	1.26024083251024	0.850438742804977	25	6	0.212504047959165	0.484036998129208
X61645	survival	Survived	1.22828878493654	0.945006382662138	25	15	0.216256012530458	0.490107847493651
X242600	survival	Survived	-1.48682054187934	1.10109005614945	25	9	0.218940875268296	0.493711673730007
X224471	survival	Survived	-0.531920020228782	0.418194541774593	25	17	0.222759700757554	0.499824005182373
X325217	survival	Survived	-1.15216161114422	0.869214981952783	25	9	0.226620248082226	0.501008489632765
X1736675	survival	Survived	-1.24178395951562	0.945400469638742	25	10	0.225431857585422	0.501008489632765
X2060312	survival	Survived	-2.31986861781449	1.62248524547869	25	6	0.225989862347196	0.501008489632765
X395495	survival	Survived	-0.608913278396431	0.490748663268165	25	18	0.232571466758322	0.511657226868308
X1357	survival	Survived	-0.86374041126819	0.70285850755026	25	21	0.234114239011268	0.512551076670301
X29494	survival	Survived	-1.467463466542	1.17245905375427	25	11	0.24226303400051	0.518749799976109
X186801	survival	Survived	0.582408548324573	0.477467585930783	25	16	0.242696691341372	0.518749799976109
X313596	survival	Survived	2.43932490832278	1.84100630167685	25	7	0.242492931624963	0.518749799976109
X1643824	survival	Survived	1.44289804452347	1.15763493352329	25	13	0.238500821019881	0.518749799976109
X2116657	survival	Survived	-0.801569785294375	0.65063804704595	25	15	0.239777640777685	0.518749799976109
X496057	survival	Survived	0.871065588566531	0.702364297745494	25	11	0.246263348160049	0.521430845165174
X1392005	survival	Survived	0.812246401390586	0.676484280471449	25	20	0.245435388433931	0.521430845165174
X1463165	survival	Survived	-0.668894863839044	0.55279369186756	25	13	0.251629806666572	0.530303938348711
X62322	survival	Survived	-1.36275814546518	1.0268002044031	25	6	0.255132401447186	0.535184711872935
X402881	survival	Survived	-0.665146101811292	0.504239707170853	25	6	0.257578304286551	0.537813959413122
X2049	survival	Survived	-1.01859287524963	0.868997847467689	25	17	0.259419141626899	0.539161441814432
X28056	survival	Survived	-0.873275635301298	0.730827283232231	25	10	0.266340317466714	0.547695948006049
X1349767	survival	Survived	1.56713738451582	1.28134848156052	25	8	0.267168755124902	0.547695948006049
X1458985	survival	Survived	-1.85164299155772	1.47765289411743	25	7	0.265577992755866	0.547695948006049
X85021	survival	Survived	-0.52062436480194	0.452936430241396	25	16	0.269631967497334	0.550244422358813
X1599	survival	Survived	-0.585078238046887	0.519657031449466	25	18	0.276815914492348	0.550509411131052
X43768	survival	Survived	1.12460400980134	0.991563234512093	25	15	0.27720381314276	0.550509411131052
X525919	survival	Survived	-1.24539427635378	1.07784861288794	25	12	0.274769528025037	0.550509411131052
X1002672	survival	Survived	-2.50004663972559	1.98479392879708	25	6	0.276299356359097	0.550509411131052
X1167634	survival	Survived	-0.785767728516847	0.683763538462758	25	12	0.277225074702053	0.550509411131052
X2109914	survival	Survived	-0.860489291988186	0.762071409585697	25	17	0.276571545219932	0.550509411131052
X2624949	survival	Survived	-1.2019235649434	0.958890212078974	25	6	0.278306309840088	0.550509411131052
X269798	survival	Survived	-1.24094376524917	1.07065301083743	25	10	0.279858728976885	0.551162824316922
X72274	survival	Survived	-0.476558787111124	0.425834477899526	25	16	0.281924179458678	0.552816543199408
X2571749	survival	Survived	-0.889852767377021	0.792075182219117	25	12	0.287495062625325	0.561299884173254
X620	survival	Survived	-0.897771047738361	0.812926811831513	25	12	0.295297099023279	0.566719113444675
X32003	survival	Survived	-0.840227129608446	0.757822457920366	25	12	0.293495481303174	0.566719113444675
X1707785	survival	Survived	0.53901887727743	0.49618028140804	25	17	0.294479810987703	0.566719113444675
X1904640	survival	Survived	-1.88743029361727	1.55894095473442	25	6	0.292648307235664	0.566719113444675
X2070	survival	Survived	-0.639750121306734	0.582341545238465	25	12	0.297695913233597	0.568901935882848
X592316	survival	Survived	-0.476717098215983	0.440302213304373	25	14	0.300216166059106	0.571297429926822
X247	survival	Survived	-0.87896748878497	0.777692615144843	25	8	0.301528391438146	0.571383632515142
X1661	survival	Survived	1.89294127468864	1.67659736364163	25	7	0.3101205954741	0.58520664668962
X1663	survival	Survived	0.823207202148308	0.745235260759801	25	8	0.311638626755584	0.585620919444867
X106649	survival	Survived	1.54817352535488	1.45075758630504	25	9	0.321320433964785	0.601309193851113
X32002	survival	Survived	0.840358518667213	0.836007271814053	25	13	0.336398413292701	0.616730424369951
X84567	survival	Survived	-0.994232081712628	0.992424138518535	25	14	0.336203699913564	0.616730424369951
X1523415	survival	Survived	0.853194494382642	0.856063613876345	25	17	0.33474211668331	0.616730424369951
X2005473	survival	Survived	0.863088135352646	0.86039686975764	25	15	0.334106215104912	0.616730424369951
X2696063	survival	Survived	0.774430926369631	0.76577415654121	25	12	0.335714250535161	0.616730424369951
X1778263	survival	Survived	-1.98021057763377	1.94560574775363	25	10	0.338568887854671	0.618196633289298
X1309	survival	Survived	-0.700610824999478	0.719754852643017	25	17	0.345790425958578	0.618371164436791
X1345	survival	Survived	0.496916517560885	0.513820649880145	25	14	0.352581032676662	0.618371164436791
X57975	survival	Survived	0.933684092774762	0.937718292091152	25	9	0.352562613298392	0.618371164436791
X135614	survival	Survived	-0.907867166408532	0.90840763983911	25	11	0.343709128135456	0.618371164436791
X470934	survival	Survived	1.22070837048311	1.25586523861234	25	12	0.353971515625334	0.618371164436791
X712633	survival	Survived	-1.27556447050064	1.31299079128583	25	14	0.350477280349463	0.618371164436791
X998844	survival	Survived	-2.03799963274848	2.01751218852165	25	8	0.351408738379293	0.618371164436791
X1549858	survival	Survived	0.621518183863471	0.632528364330355	25	12	0.348982646894026	0.618371164436791
X1561003	survival	Survived	-2.64134316711796	2.47488828056696	25	6	0.345987366960308	0.618371164436791
X1852377	survival	Survived	0.611961322628149	0.619294280579577	25	9	0.355992690632396	0.618371164436791
X2067957	survival	Survived	-0.330828820444004	0.344329115499059	25	19	0.350124014369864	0.618371164436791
X2233999	survival	Survived	1.3399224582012	1.32370612274841	25	10	0.341050927175156	0.618371164436791
X2651974	survival	Survived	-0.754863767151729	0.780862831210166	25	12	0.356488919630966	0.618371164436791
X29394	survival	Survived	-0.414520839305222	0.444020890140793	25	16	0.366352754400677	0.62999805119065
X47763	survival	Survived	1.57023931323799	1.35928665252877	25	4	0.367382455572375	0.62999805119065
X1016987	survival	Survived	-2.09357073932326	2.10709058004119	25	7	0.366045605209061	0.62999805119065
X2015316	survival	Survived	0.873790541562901	0.943351898650579	25	14	0.372564044641118	0.634611161678138
X2666025	survival	Survived	-0.779928700130503	0.83964597514072	25	13	0.372886824489372	0.634611161678138
X766	survival	Survived	1.04024295661072	1.08362113875806	25	6	0.391432921569472	0.660511854156858
X1129771	survival	Survived	0.583559913579488	0.649735542034771	25	11	0.392499283623144	0.660511854156858
X1784714	survival	Survived	-0.642966565219045	0.707992760850069	25	10	0.390333548638152	0.660511854156858
X627192	survival	Survived	0.77528469730442	0.782097276676359	25	5	0.394619755468478	0.661611560283582
X546269	survival	Survived	-0.846061655957032	0.966572580775027	25	16	0.396168481497112	0.661748093167398
X80811	survival	Survived	1.19787227406703	1.32695252609943	25	8	0.401458190536259	0.668109387202409
X871968	survival	Survived	-1.35513863692137	1.5413355687246	25	9	0.408459337037027	0.674897471865129
X1642646	survival	Survived	1.39259473324419	1.58418939709341	25	9	0.408529955253171	0.674897471865129
X820	survival	Survived	-1.24741118615039	1.43583187380273	25	10	0.410276656957543	0.675309387911869
X546	survival	Survived	0.585521672672936	0.699900617459726	25	16	0.41688109897902	0.680113387914768
X644	survival	Survived	1.37392815528675	1.52977376494241	25	6	0.419893117735633	0.680113387914768
X824	survival	Survived	0.661292299412771	0.759340050904282	25	7	0.423654085274591	0.680113387914768
X1328	survival	Survived	-0.818134292098666	0.9732955499159	25	13	0.418479312335374	0.680113387914768
X649831	survival	Survived	0.631671736450388	0.713841354358924	25	6	0.426202461077491	0.680113387914768
X768507	survival	Survived	0.393954434671483	0.483831639397218	25	19	0.42676738088665	0.680113387914768
X1038922	survival	Survived	-1.63682509508187	1.92830587508005	25	9	0.424044019411353	0.680113387914768
X1348660	survival	Survived	-0.669849509626618	0.79318170126862	25	13	0.416374116093279	0.680113387914768
X2609248	survival	Survived	-1.14349757197492	1.38158699699464	25	13	0.425449728440734	0.680113387914768
X2637378	survival	Survived	0.85985539202249	1.05059596287265	25	13	0.430476484984301	0.683608784253239
X642780	survival	Survived	-0.607655980870034	0.756159990981476	25	12	0.440307444439843	0.696767219096032
X374606	survival	Survived	1.0184288525876	1.1552497451128	25	5	0.44292594569749	0.69846014513835
X61646	survival	Survived	0.905357077198745	1.13599224889496	25	11	0.445980406477555	0.700089642182455
