"obs.tot"	"obs.groups"	"df.between"	"df.within"	"statistic"	"pvalue"
"GO:0018965"	126	3	2	56.7880345287892	2.4575187113754	0.0947102833080271
"GO:0019381"	126	3	2	56.7880548097241	2.45778631589549	0.0946869570430733
"GO:0042204"	126	3	2	56.7880548097241	2.45778631589549	0.0946869570430733
"GO:0018753"	126	3	2	56.7880710506315	2.45800061276727	0.094668281729581
"GO:0061572"	126	3	2	68.3409613231007	0.756068827225947	0.473394751383542
"GO:0051017"	126	3	2	68.2995806597776	0.766062477138402	0.468791799706928
"GO:0046428"	126	3	2	60.4113545051311	2.02161192205472	0.141304918550825
"GO:0031333"	126	3	2	66.2516698610418	0.703477187722665	0.498519992921615
"GO:0019607"	126	3	2	56.9156995166822	2.87795908170338	0.0644698927327747
"GO:0042443"	126	3	2	56.9156995166822	2.87795908170338	0.0644698927327747
"GO:0030835"	126	3	2	68.8413748826509	0.697490440261696	0.50131651461134
"GO:0030837"	126	3	2	67.6043039710999	0.703619990002449	0.498377809076937
"GO:0032272"	126	3	2	67.6043039710999	0.703619990002449	0.498377809076937
"GO:0051016"	126	3	2	68.8356375132669	0.796754678775389	0.454902417505622
"GO:1902904"	126	3	2	76.7956232429618	0.564645781145539	0.570903870996735
"GO:0051693"	126	3	2	68.4173561659019	0.703703204648169	0.49829497653816
"GO:0047522"	126	3	2	57.4889902196341	2.50300828913032	0.0907206668300417
"GO:0051494"	126	3	2	77.9048955443013	0.59921387243565	0.551754718219229
"GO:1901880"	126	3	2	79.4496586613582	0.590246287843994	0.556602356301199
"GO:0016093"	126	3	2	56.6863971888148	0.924598907914386	0.402589381596673
"GO:0016094"	126	3	2	56.6863971888148	0.924598907914386	0.402589381596673
"GO:0047602"	126	3	2	57.4074461645345	1.33061964777258	0.272341345209112
"GO:0070298"	126	3	2	56.7873168265079	2.44804874434148	0.0955395921604993
"GO:0070297"	126	3	2	56.7879013606725	2.45576157505749	0.0948635953002915
"GO:0001889"	126	3	2	74.7703127067913	0.500135263917454	0.608462849165668
"GO:0008124"	126	3	2	63.8173378305329	0.0693119488600402	0.933105714961202
"GO:0071723"	126	3	2	56.2313920873534	1.50041680349924	0.231829985091213
"GO:0015499"	126	3	2	56.238402482676	1.51458465229307	0.228732381527382
"GO:0015724"	126	3	2	56.238402482676	1.51458465229307	0.228732381527382
"GO:0036132"	126	3	2	62.5722386025086	10.725755927597	9.87960161041825e-05
"GO:0000064"	126	3	2	56.3095016439886	1.76867331359135	0.179902230344858
"GO:0015496"	126	3	2	56.3095016439886	1.76867331359135	0.179902230344858
"GO:0071586"	126	3	2	59.4650546584285	2.54024396154781	0.0873756074101658
"GO:0019165"	126	3	2	56.2841503009838	0.861289855544919	0.428110974074706
"GO:0006288"	126	3	2	42.7258966966883	0.152378798182365	0.859127516178754
"GO:0043857"	126	3	2	57.2346912177203	0.0472190263009986	0.953915569456425
"GO:0009033"	126	3	2	43.3362444248093	0.0189730687070875	0.981213932801583
"GO:0019432"	126	3	2	49.9781930259714	0.0228278309089848	0.977440937923401
"GO:0046460"	126	3	2	49.9781930259714	0.0228278309089848	0.977440937923401
"GO:0046463"	126	3	2	49.9781930259714	0.0228278309089848	0.977440937923401
"GO:0060325"	126	3	2	63.1118286147327	0.276692054194913	0.75920303203969
"GO:0031249"	126	3	2	57.0355632474642	1.91080558403866	0.15731377364577
"GO:0015195"	126	3	2	56.4211054575437	1.99751520302598	0.145153089585679
"GO:0015565"	126	3	2	56.4211054575437	1.99751520302598	0.145153089585679
"GO:0019252"	126	3	2	73.2093125653839	0.741197864906796	0.480084335069296
"GO:0019107"	126	3	2	42.1566789498785	0.322788914617347	0.725900516793379
"GO:0019154"	126	3	2	60.1637377020985	1.21112318529719	0.305019987602341
"GO:0045948"	126	3	2	56.2640118571864	0.854909830514321	0.43077165910341
"GO:1902022"	126	3	2	56.3648499023361	1.29116601396821	0.282956436166044
"GO:0047405"	126	3	2	56.0194723521709	0.766331898774998	0.469523913675227
"GO:0040007"	126	3	2	59.324705327616	0.621882960367192	0.540395686014521
"GO:0019166"	126	3	2	57.0716212424656	0.720065693670703	0.491088604889421
"GO:0018835"	126	3	2	56.8341236493562	0.590401691863884	0.557466896776205
"GO:0033927"	126	3	2	56.7596516798011	2.08305454558051	0.133968096932441
"GO:0033362"	126	3	2	62.5104741517345	1.5565634996991	0.218920988762264
"GO:0050829"	126	3	2	69.3087068183985	0.138493837472609	0.870908959376977
"GO:0047001"	126	3	2	58.860098594213	2.1005635850472	0.131468723709198
"GO:0046503"	126	3	2	44.2516142318398	0.122302454304412	0.885178751126212
"GO:0034057"	126	3	2	61.625713307447	0.450747748357272	0.63923530253839
"GO:0050067"	126	3	2	53.8408623043761	19.6884802930075	3.82402352070121e-07
"GO:0031491"	126	3	2	77.0686729175221	0.453406511963047	0.637143869012516
"GO:0018836"	126	3	2	42.4946059161928	0.343095363788204	0.711517884845971
"GO:0018941"	126	3	2	42.4946059161928	0.343095363788204	0.711517884845971
"GO:0018942"	126	3	2	42.4946059161928	0.343095363788204	0.711517884845971
"GO:0046413"	126	3	2	42.4946059161928	0.343095363788204	0.711517884845971
"GO:0098848"	126	3	2	56.8650733979124	0.603279841490874	0.550477728961557
"GO:0033745"	126	3	2	56.2541246736008	0.804836724791724	0.452242449597838
"GO:0043957"	126	3	2	55.9361900599024	0.731403802058027	0.485777912433997
"GO:0015609"	126	3	2	61.6611531263513	21.0025222759047	1.10620318568626e-07
"GO:0005287"	126	3	2	56.814726816751	2.67596851820331	0.0775117547074856
"GO:0005291"	126	3	2	56.814726816751	2.67596851820331	0.0775117547074856
"GO:1903810"	126	3	2	56.814726816751	2.67596851820331	0.0775117547074856
"GO:0005290"	126	3	2	56.5991843189139	2.85932124283771	0.0656170710041681
"GO:0021675"	126	3	2	80.1282713248245	1.76923199988643	0.177057519006138
"GO:2000143"	126	3	2	58.2716497645267	1.41870654792177	0.250261741128075
"GO:0021545"	126	3	2	80.4113598428598	1.62501730228951	0.20330732448798
"GO:0047789"	126	3	2	56.443972080653	0.652948261018609	0.524395334690873
"GO:0098713"	126	3	2	77.9513774680365	0.589198064064657	0.557223439975914
"GO:0018838"	126	3	2	56.4744313621243	0.897550447693348	0.413300273588487
"GO:0015817"	126	3	2	56.5822325420439	2.53053379830841	0.0885944128389645
"GO:0019144"	126	3	2	56.3357942612301	0.854769875049954	0.430823324436989
"GO:0015912"	126	3	2	57.1343543459717	1.34027740170445	0.269877600569057
"GO:0089715"	126	3	2	59.020876758763	0.846929833500707	0.433872613153444
"GO:0004001"	126	3	2	55.6247116349763	1.14182238878284	0.326604182384736
"GO:0001822"	126	3	2	75.6593486481429	0.386182121089919	0.680978683648465
"GO:0046081"	126	3	2	66.1128278541673	1.5414705174034	0.221660221573533
"GO:0034015"	126	3	2	55.80534373447	1.19805126338218	0.309423518346356
"GO:0045944"	126	3	2	74.5727737734795	0.530352444983888	0.590600163911841
"GO:0019677"	126	3	2	56.7579944838258	0.739085327738594	0.482089699739974
"GO:0030407"	126	3	2	58.6016435484768	3.36951410209631	0.0411944636856972
"GO:0030409"	126	3	2	58.6016435484768	3.36951410209631	0.0411944636856972
"GO:0046060"	126	3	2	69.3343761729651	0.953098346972578	0.390537235220048
"GO:0046046"	126	3	2	68.746960342281	1.01021777578286	0.369480433810234
"GO:0046047"	126	3	2	68.746960342281	1.01021777578286	0.369480433810234
"GO:0046052"	126	3	2	68.746960342281	1.01021777578286	0.369480433810234
"GO:0046061"	126	3	2	68.746960342281	1.01021777578286	0.369480433810234
"GO:0046076"	126	3	2	68.746960342281	1.01021777578286	0.369480433810234
"GO:0010332"	126	3	2	54.3319713598695	0.0797330334246646	0.923470658069736
"GO:0038024"	126	3	2	67.8888683562146	0.512205400381652	0.601469547283429
"GO:0046475"	126	3	2	42.071860278611	0.361282317449764	0.698922818382293
"GO:0047760"	126	3	2	56.4556770274249	1.36496781792846	0.263686923028917
"GO:0001846"	126	3	2	81.9572299778083	1.058252148397	0.351755650152957
"GO:0001848"	126	3	2	81.9590957158009	1.10503288548275	0.336083192635483
"GO:0000907"	126	3	2	60.2770377507287	0.588770944914157	0.558168831724603
"GO:0047421"	126	3	2	56.3438587683427	0.880156532051535	0.420341717094
"GO:0006898"	126	3	2	66.9850843534547	0.801994573233648	0.452692094054142
"GO:0001851"	126	3	2	81.9570968005771	1.05821233579123	0.351769309732389
"GO:0047652"	126	3	2	55.9792139351039	0.758263936818717	0.473229542039788
"GO:0030848"	126	3	2	57.0642063118957	1.08549661328181	0.344604772310668
"GO:0015453"	126	3	2	57.1475004178649	1.25782409574468	0.292022106850264
"GO:0046342"	126	3	2	56.7513677010714	1.97377788070481	0.14835353829138
"GO:0036447"	126	3	2	64.4845611410513	0.833901991777306	0.438980389838572
"GO:0036448"	126	3	2	64.4845611410513	0.833901991777306	0.438980389838572
"GO:0022412"	126	3	2	65.1117236142348	0.855792472662895	0.429670036698087
"GO:0001649"	126	3	2	68.8892469723529	0.873548741102332	0.422039859952402
"GO:0045472"	126	3	2	67.4200292757153	0.910023079510595	0.407401359116
"GO:0008912"	126	3	2	57.0479369570306	0.521088063733119	0.596673319091343
"GO:0010042"	126	3	2	70.3862362117037	0.626107980518418	0.537619758398701
"GO:0001525"	126	3	2	70.4427981883746	0.54138552054003	0.584343155628278
"GO:0035527"	126	3	2	61.5955431966926	2.28519666603137	0.110317877264097
"GO:0006301"	126	3	2	61.1859978657553	0.00614975116294674	0.993869734087358
"GO:0061691"	126	3	2	58.9587374307815	2.70081957762278	0.0754585729790578
"GO:0061692"	126	3	2	58.9587374307815	2.70081957762278	0.0754585729790578
"GO:0099131"	126	3	2	55.9628442154502	0.731653666729842	0.485657503242783
"GO:0008974"	126	3	2	54.3109511529592	1.88963738746607	0.160929233820864
"GO:0047100"	126	3	2	57.1926288644533	0.959344635297893	0.389222645417631
"GO:0048609"	126	3	2	70.1717821284859	0.549936537351682	0.579452727140941
"GO:1904643"	126	3	2	67.5956336410739	0.964111842635517	0.386502547671179
"GO:0071396"	126	3	2	65.7724701653676	0.232644930390497	0.793084188483793
"GO:0005179"	126	3	2	58.984408279213	2.23841038038386	0.11561009510397
"GO:0048705"	126	3	2	81.6321885856728	1.12912787139966	0.328311613232629
"GO:0019442"	126	3	2	81.9002577674183	0.819654214708353	0.444165075105561
"GO:0060021"	126	3	2	79.9910352648035	1.02966729326176	0.361809914919413
"GO:0007423"	126	3	2	59.4951564637623	0.804895604538014	0.45194314681967
"GO:0034335"	126	3	2	62.6900357439437	4.45763554895971	0.0154856302998463
"GO:0008476"	126	3	2	63.1198377713738	0.58010593654511	0.562795533732492
"GO:0001228"	126	3	2	81.8558727715259	0.818103788740249	0.444842652506856
"GO:0018618"	126	3	2	69.3795737839789	1.18164071401436	0.312871971816512
"GO:0046405"	126	3	2	61.6578815455282	1.95850207206253	0.14974709854735
"GO:0048008"	126	3	2	81.9651000487204	1.06304962671835	0.350114079031928
"GO:0030228"	126	3	2	70.3737977920947	0.60674347616886	0.547949762897477
"GO:0006477"	126	3	2	63.1198377713738	0.580105936545191	0.562795533732448
"GO:0006478"	126	3	2	63.1198377713738	0.580105936545191	0.562795533732448
"GO:0051923"	126	3	2	63.1198377713738	0.580105936545191	0.562795533732448
"GO:0006933"	126	3	2	70.3397074893928	0.597053063075951	0.553196597293003
"GO:1905242"	126	3	2	70.4050065141617	0.608613732567152	0.546942032569005
"GO:0007272"	126	3	2	55.8659531798076	0.200815282816941	0.818651442360299
"GO:0008366"	126	3	2	55.8659531798076	0.200815282816941	0.818651442360299
"GO:0042552"	126	3	2	55.8659531798076	0.200815282816941	0.818651442360299
"GO:0015945"	126	3	2	57.3838564749889	0.850891841066142	0.432350452575501
"GO:0050462"	126	3	2	62.5574774898615	0.0997790197424261	0.905181131412752
"GO:0048568"	126	3	2	65.8483906525264	0.167119982332764	0.846455820250653
"GO:0001654"	126	3	2	59.4524031891293	0.512300729021442	0.601736093980616
"GO:0043010"	126	3	2	57.2249635459739	0.266044778381975	0.767347495104452
"GO:0035107"	126	3	2	55.2738563722192	0.666662000350183	0.51749865560873
"GO:0030182"	126	3	2	59.6381600885784	0.432111903759297	0.651152810369095
"GO:0035108"	126	3	2	54.6296867306334	0.279207333590693	0.757455885036628
"GO:2000144"	126	3	2	56.1619154811159	0.908624314790047	0.408920874936976
"GO:0009799"	126	3	2	55.8719713896444	0.451212645548399	0.639155506063929
"GO:0009855"	126	3	2	55.8719713896444	0.451212645548399	0.639155506063929
"GO:0009952"	126	3	2	59.3278571001247	0.232121527374339	0.793566404509581
"GO:0030699"	126	3	2	42.3744208409287	0.616403314129781	0.544652691828901
"GO:0060562"	126	3	2	58.0722028295603	0.657669877845467	0.521872312837836
"GO:0035113"	126	3	2	54.5692566427688	0.536667283719221	0.587747659249169
"GO:0048384"	126	3	2	54.5497345186568	0.501452488964514	0.608414685379744
"GO:0030326"	126	3	2	54.5198301400987	0.290785901750537	0.748828035763917
"GO:0007498"	126	3	2	54.5075193592228	0.246227007630277	0.782609539491712
"GO:0002138"	126	3	2	54.5054945054945	0.250456735204625	0.77933610355007
"GO:0016102"	126	3	2	54.5054945054945	0.250456735204625	0.77933610355007
"GO:0048565"	126	3	2	54.6153163241021	0.461559830068479	0.63273566000722
"GO:0019058"	126	3	2	58.3816659740213	1.95137450191641	0.151235160429209
"GO:0047372"	126	3	2	56.0696889311916	0.841575915649081	0.436401954412591
"GO:0015882"	126	3	2	62.9370078446598	0.15034812867359	0.860716491517995
"GO:0090585"	126	3	2	62.9370078446598	0.15034812867359	0.860716491517995
"GO:0043727"	126	3	2	58.4793286518616	1.66037336772273	0.198901972053985
"GO:0043588"	126	3	2	81.739581386011	1.11882942526095	0.331612200763919
"GO:0007420"	126	3	2	77.08461702215	1.48031029517106	0.233963445370652
"GO:0015506"	126	3	2	56.1705695859087	0.850191797789773	0.432757684503235
"GO:0060191"	126	3	2	66.707733393564	0.830908173554486	0.440111505651622
"GO:0010517"	126	3	2	68.6395209566874	0.849252883283618	0.432178941716245
"GO:1900274"	126	3	2	68.6395209566874	0.849252883283618	0.432178941716245
"GO:0000025"	126	3	2	56.1299121954818	0.9992728168345	0.374600849065825
"GO:0060192"	126	3	2	67.336872511099	0.836834866680556	0.437532537305135
"GO:0019499"	126	3	2	67.034338702824	0.778092512254914	0.46338441876631
"GO:0015620"	126	3	2	56.4823915473158	1.27313392759669	0.287862793158897
"GO:0015685"	126	3	2	56.4823915473158	1.27313392759669	0.287862793158897
"GO:0010519"	126	3	2	69.4162708279725	0.856773054609103	0.42896962545181
"GO:0046202"	126	3	2	69.4162708279725	0.856773054609103	0.42896962545181
"GO:1900275"	126	3	2	69.4162708279725	0.856773054609103	0.42896962545181
"GO:0003850"	126	3	2	56.0646699019545	0.011721005588551	0.988349839000284
"GO:0101006"	126	3	2	56.8602942709416	1.06690587173473	0.350857896066443
"GO:0034214"	126	3	2	63.6355567591551	0.345978173669435	0.708850481305432
"GO:0010467"	126	3	2	59.2603714387442	2.25336279252201	0.113973456413624
"GO:0048608"	126	3	2	70.8691619961499	0.576920493655634	0.564240695992829
"GO:0009051"	126	3	2	77.7438850190848	1.018138758431	0.366032374808715
"GO:0050520"	126	3	2	78.4798252535634	0.764297841378617	0.469095093231837
"GO:0004848"	126	3	2	56.2024301822961	0.749742529789353	0.477154306632798
"GO:0019789"	126	3	2	56.9230528176809	2.17120478036459	0.123393903780307
"GO:0016925"	126	3	2	63.1930307879321	2.72427407283682	0.0733016644463977
"GO:1901570"	126	3	2	68.4064684099875	0.692207112456714	0.503941171584434
"GO:0075109"	126	3	2	46.7283947826369	0.911964652899538	0.408764337171436
"GO:0075111"	126	3	2	46.7283947826369	0.911964652899538	0.408764337171436
"GO:0008925"	126	3	2	57.7796283374936	3.28854285089926	0.0444021902465304
"GO:0050182"	126	3	2	53.6052872784396	0.565078030621048	0.571664096141701
"GO:0019098"	126	3	2	71.4529968150322	0.772361224580319	0.46573852777703
"GO:0007617"	126	3	2	71.3969516887116	0.773081497867085	0.465413256153546
"GO:0000100"	126	3	2	55.9362063371299	0.731403954657698	0.48577783888752
"GO:0015806"	126	3	2	55.9362063371299	0.731403954657698	0.48577783888752
"GO:0007033"	126	3	2	74.6618532482982	1.56538781095394	0.215788417910498
"GO:0004155"	126	3	2	46.6729833821977	0.103395591489766	0.901976140084594
"GO:0016403"	126	3	2	80.7445390345516	1.00358821465849	0.371087506367102
"GO:0039506"	126	3	2	43.2245809780207	1.45758671844567	0.244011738639553
"GO:0044359"	126	3	2	43.2245809780207	1.45758671844567	0.244011738639553
"GO:0052055"	126	3	2	43.2245809780207	1.45758671844567	0.244011738639553
"GO:0052205"	126	3	2	43.2245809780207	1.45758671844567	0.244011738639553
"GO:0008870"	126	3	2	51.0346386520682	0.653392287108021	0.524574892625404
"GO:0046951"	126	3	2	74.9157436636092	0.64959805143589	0.525171899900824
"GO:0042538"	126	3	2	56.5885105587291	2.66057900839547	0.078644636319324
"GO:0045834"	126	3	2	57.671740807934	0.755973603656937	0.474148840464977
"GO:0039507"	126	3	2	43.1526940535205	1.28636276797039	0.286654990932648
"GO:0044362"	126	3	2	43.1526940535205	1.28636276797039	0.286654990932648
"GO:0052056"	126	3	2	43.1526940535205	1.28636276797039	0.286654990932648
"GO:0052204"	126	3	2	43.1526940535205	1.28636276797039	0.286654990932648
"GO:0090565"	126	3	2	56.0600740752997	1.05234908700289	0.355910668946843
"GO:0047445"	126	3	2	81.9543411505158	1.05745250780881	0.35203012039525
"GO:0016237"	126	3	2	81.8971333310954	1.11359885537363	0.333295528970969
"GO:0034727"	126	3	2	81.9638556591123	1.12600349087122	0.32929136761472
"GO:0006501"	126	3	2	81.9658076757862	1.10070574982657	0.337501950940732
"GO:0019778"	126	3	2	81.9658076757862	1.10070574982657	0.337501950940732
"GO:0019779"	126	3	2	81.9658076757862	1.10070574982657	0.337501950940732
"GO:0044805"	126	3	2	81.9658076757862	1.10070574982657	0.337501950940732
"GO:1905037"	126	3	2	81.8280717620346	1.1520319389947	0.32106521636464
"GO:0000045"	126	3	2	81.8433120079572	1.14041445607934	0.324713189854004
"GO:0000422"	126	3	2	77.6860524459381	1.99347751298217	0.143128995182154
"GO:0061726"	126	3	2	77.6860524459381	1.99347751298217	0.143128995182154
"GO:0003870"	126	3	2	54.1944168100902	0.0285373301598201	0.971880607644833
"GO:1990641"	126	3	2	58.4332361665543	2.42915751102053	0.0969612514187441
"GO:0000700"	126	3	2	56.7544430185896	2.01434452711324	0.142835210971531
"GO:0007631"	126	3	2	71.7035140539481	0.574773210518224	0.565404143965447
"GO:0042755"	126	3	2	71.7032022205048	0.581416373587453	0.561719744311523
"GO:1990778"	126	3	2	57.0401411492747	1.02513694107611	0.365261079190793
"GO:0008406"	126	3	2	71.5482603280956	0.58691681980098	0.558693471663508
"GO:0007588"	126	3	2	71.4000951508793	0.553468043960305	0.577399088498471
"GO:0002064"	126	3	2	71.0759910444154	0.636891542114821	0.531925508282734
"GO:0030421"	126	3	2	71.610176678295	0.559992084197233	0.573694603967453
"GO:0040039"	126	3	2	71.610176678295	0.559992084197233	0.573694603967453
"GO:0043050"	126	3	2	71.610176678295	0.559992084197233	0.573694603967453
"GO:0040024"	126	3	2	71.5866745575567	0.564538617910755	0.571133164804442
"GO:0047265"	126	3	2	56.8309231440716	3.2420714526275	0.046417277475625
"GO:0006117"	126	3	2	68.7831954896642	0.060531794448498	0.941313925514637
"GO:0046889"	126	3	2	81.7785793348262	1.16304706420936	0.317647362919459
"GO:0033983"	126	3	2	52.6633230132031	0.121442821061772	0.885888990377587
"GO:0019139"	126	3	2	81.21266094489	1.01650199019343	0.366415508483532
"GO:0003997"	126	3	2	59.5146091810142	0.996362264938108	0.375294236974895
"GO:0050121"	126	3	2	55.8222019631883	3.63101582922081	0.0329255830547349
"GO:0055074"	126	3	2	74.7543523540414	1.18985803241072	0.309960085576802
"GO:0070205"	126	3	2	58.7798900487687	3.25345524766749	0.0457001834320219
"GO:0006874"	126	3	2	75.095407993634	1.13664126429766	0.326352690298398
"GO:0072507"	126	3	2	62.1343952044717	2.0638854794954	0.13557598375105
"GO:0072503"	126	3	2	62.2636811174473	1.52107715302002	0.226482967877826
"GO:0050023"	126	3	2	55.2214973404567	1.3776470054819	0.260701283537798
"GO:0043819"	126	3	2	42.5266077763272	0.433568078992478	0.651025191112222
"GO:0009034"	126	3	2	56.7047330722313	3.7916323369757	0.0284771018469768
"GO:0004339"	126	3	2	59.4496548495053	2.84109587140567	0.0663112697658226
"GO:0047611"	126	3	2	60.7286414980995	0.87020049822732	0.424024372600682
"GO:0000731"	126	3	2	61.9046793722882	0.0893548252904759	0.914638754123323
"GO:0001000"	126	3	2	56.532316176645	0.990095297349789	0.377890974794658
"GO:0060429"	126	3	2	76.9619190900524	0.260954836056225	0.770994532967853
"GO:1903706"	126	3	2	42.7560000454801	0.604981337829542	0.550692211058291
"GO:0008980"	126	3	2	59.1215524076768	0.815744475646711	0.447225691319543
"GO:0089705"	126	3	2	56.8943217732443	0.718354965026839	0.491922162354149
"GO:0018022"	126	3	2	55.5814857638958	0.0101019037055682	0.989950766265511
"GO:0016980"	126	3	2	56.7513682623606	1.97378528414867	0.14835251130563
"GO:0048193"	126	3	2	44.7488176816687	0.016877688916231	0.983270197370398
"GO:0052794"	126	3	2	42.9027322245012	0.407372233876411	0.667943014678371
"GO:0052795"	126	3	2	42.9027322245012	0.407372233876411	0.667943014678371
"GO:0052796"	126	3	2	42.9027322245012	0.407372233876411	0.667943014678371
"GO:0006517"	126	3	2	58.3700132542865	3.525715011608	0.0358473469147122
"GO:0007163"	126	3	2	50.0298191978931	0.00705133527991257	0.992974453719687
"GO:0048793"	126	3	2	65.343093300926	0.731043036527621	0.485301810801071
"GO:0001406"	126	3	2	56.7513720795105	1.97383563671037	0.148345526729443
"GO:0003014"	126	3	2	66.7334196556558	0.840524285063139	0.436000379689998
"GO:0047536"	126	3	2	63.1436185583234	2.16521963595659	0.123168439170121
"GO:0050097"	126	3	2	57.6819680058588	2.97092260496167	0.0591509484044249
"GO:0008354"	126	3	2	81.8866132266527	1.06235760448616	0.35035479004946
"GO:0000703"	126	3	2	62.1227638559361	2.66845174928368	0.077304846955817
"GO:0017085"	126	3	2	81.9454976120835	1.07011978818152	0.347710920071992
"GO:0097254"	126	3	2	81.9516665226839	1.05680373023527	0.352252987694127
"GO:0015189"	126	3	2	56.3649469771967	1.29118548648046	0.282951154141666
"GO:1903401"	126	3	2	56.3649469771967	1.29118548648046	0.282951154141666
"GO:0102031"	126	3	2	55.9361937689475	0.73140383682292	0.485777895678749
"GO:0051096"	126	3	2	58.2663078379621	0.725575409754697	0.488367404555362
"GO:0061596"	126	3	2	46.8330897651443	15.2431906193374	7.96844727953191e-06
"GO:0047898"	126	3	2	56.171331902462	1.34346629934698	0.269193858711164
"GO:0047733"	126	3	2	62.5521853451644	2.33908005932626	0.104795698138883
"GO:0047091"	126	3	2	46.75257401962	0.256786217603431	0.774617378898215
"GO:0050076"	126	3	2	55.9362339493492	0.73140421352819	0.485777714123145
"GO:0015661"	126	3	2	56.1538062314903	0.817297596372382	0.446807218307986
"GO:0035460"	126	3	2	56.2181337152019	0.816790514155869	0.447021584860413
"GO:0016278"	126	3	2	55.8608270663787	0.0145966274011032	0.985513144498586
"GO:0016279"	126	3	2	55.8608270663787	0.0145966274011032	0.985513144498586
"GO:0004303"	126	3	2	58.4908046200969	2.08329615181075	0.133662132795836
"GO:0010827"	126	3	2	60.9779972771813	0.70635104243717	0.497433649822527
"GO:0050032"	126	3	2	56.2276419937117	0.713061137140514	0.494519658158978
"GO:0036311"	126	3	2	42.319600658435	0.246886455930811	0.782346718931304
"GO:0052777"	126	3	2	42.319600658435	0.246886455930811	0.782346718931304
"GO:0052782"	126	3	2	42.319600658435	0.246886455930811	0.782346718931304
"GO:0008203"	126	3	2	60.9954097432216	0.880839944340465	0.419639445430157
"GO:0010828"	126	3	2	80.4807937213355	0.9973648197954	0.373362530185915
"GO:0051092"	126	3	2	61.4517482385627	1.33138588076436	0.271620946490021
"GO:0047440"	126	3	2	56.1621790266803	0.749454187279226	0.477291635203369
"GO:0014066"	126	3	2	61.4144382874009	0.973747921168642	0.383418721734698
"GO:0032088"	126	3	2	61.5010755181405	1.02916350192515	0.363376325814492
"GO:0014068"	126	3	2	61.4149825737968	0.974430942865457	0.38316492407009
"GO:0047922"	126	3	2	57.4620512710014	0.715298083677752	0.493348723738002
"GO:0020027"	126	3	2	61.4137851792742	0.979140106369058	0.381420260617007
"GO:0034968"	126	3	2	55.9175602096534	0.00727459609167486	0.992752739103971
"GO:0015968"	126	3	2	58.9722503181486	0.686237195236202	0.507441678117211
"GO:0031218"	126	3	2	62.1488442523402	5.62813451160945	0.00566929207198429
"GO:0019072"	126	3	2	55.9375549771826	0.731416598463216	0.485771745158162
"GO:0019073"	126	3	2	55.9374141380213	0.731415278069545	0.485772381523282
"GO:0005484"	126	3	2	56.4022870785729	1.18615425539725	0.312895110282226
"GO:0019003"	126	3	2	56.8038167392307	1.80605563289685	0.173607788474188
"GO:0051340"	126	3	2	79.6368252868025	0.98032327085051	0.379671053767607
"GO:0051351"	126	3	2	79.6368252868025	0.98032327085051	0.379671053767607
"GO:0050031"	126	3	2	56.0543252070612	0.729795507393738	0.486530460500825
"GO:0018677"	126	3	2	56.5243395658303	1.4037275868123	0.254111965924658
"GO:0080019"	126	3	2	56.2568671228514	0.922838302528109	0.403320713932091
"GO:0050840"	126	3	2	61.0446928677279	3.98583117339585	0.0236066071243657
"GO:0051861"	126	3	2	57.5658592814298	2.83373086484979	0.0670198346164482
"GO:0043208"	126	3	2	56.8855854582074	2.64568740889935	0.0796770077107319
"GO:0046625"	126	3	2	56.8855854582074	2.64568740889935	0.0796770077107319
"GO:0019662"	126	3	2	42.4658639644578	0.354829190914104	0.703352570327696
"GO:0048589"	126	3	2	58.5910182412176	0.56656108055746	0.570551297780547
"GO:0018024"	126	3	2	56.0564792212335	0.0109909265496367	0.98907138387293
"GO:0021546"	126	3	2	56.0850248183454	1.4839220726408	0.235512293981053
"GO:0043236"	126	3	2	60.3388641430257	3.65528302563216	0.0317376262881895
"GO:0008709"	126	3	2	62.8934846972358	5.24254009268298	0.00783816351497631
"GO:0051592"	126	3	2	74.404282746007	1.92656783066	0.152843498948716
"GO:0071277"	126	3	2	75.0592044800052	1.96678371891309	0.147050311372062
"GO:0045638"	126	3	2	43.3306750124134	0.51848339756626	0.599070135391971
"GO:0015212"	126	3	2	59.6166062174237	0.992918418296853	0.376536761208765
"GO:0015213"	126	3	2	59.6166062174237	0.992918418296853	0.376536761208765
"GO:0015861"	126	3	2	59.6166062174237	0.992918418296853	0.376536761208765
"GO:0015862"	126	3	2	59.6166062174237	0.992918418296853	0.376536761208765
"GO:0045637"	126	3	2	42.8170575157549	0.598451376207234	0.55419451598684
"GO:0060698"	126	3	2	42.1056133546526	0.982628933701602	0.382744904457863
"GO:0060702"	126	3	2	42.1056133546526	0.982628933701602	0.382744904457863
"GO:0032238"	126	3	2	70.5421287583972	0.941155915489419	0.395020255290657
"GO:0035731"	126	3	2	63.2696811439249	1.70542568814884	0.189940528561157
"GO:0048502"	126	3	2	42.1752099697934	0.301695628050854	0.741145847395668
"GO:0140394"	126	3	2	42.1752099697934	0.301695628050854	0.741145847395668
"GO:0030596"	126	3	2	56.6690044241267	1.24217579703448	0.296497052095749
"GO:1901567"	126	3	2	56.4201274657378	1.17934784781349	0.314943443843302
"GO:0008111"	126	3	2	57.4264011638037	1.56433141741501	0.218011996044172
"GO:0004024"	126	3	2	57.844155825528	2.19673103051234	0.120355697210956
"GO:0046836"	126	3	2	63.1950928515622	0.24024275737538	0.787151888360988
